transitions (M),memory(MB),memory(MB),memory(GB),memory(GB)
20,1816.415437,1439.761203,1.816415437,1.439761203
20.01,1816.471142,1439.761203,1.816471142,1.439761203
20.02,1816.841421,1439.762842,1.816841421,1.439762842
20.03,1817.427149,1439.76448,1.817427149,1.43976448
20.04,1817.427149,1439.76448,1.817427149,1.43976448
20.05,1817.693389,1439.766118,1.817693389,1.439766118
20.06,1817.959629,1439.771034,1.817959629,1.439771034
20.07,1818.172621,1439.771034,1.818172621,1.439771034
20.08,1818.279117,1439.771034,1.818279117,1.439771034
20.09,1818.651853,1439.771034,1.818651853,1.439771034
20.1,1818.864845,1439.771034,1.818864845,1.439771034
20.11,1819.077837,1439.771034,1.819077837,1.439771034
20.12,1819.503821,1439.771034,1.819503821,1.439771034
20.13,1819.557069,1439.771034,1.819557069,1.439771034
20.14,1819.851981,1439.770214,1.819851981,1.439770214
20.15,1820.171469,1439.770214,1.820171469,1.439770214
20.16,1820.626125,1439.770214,1.820626125,1.439770214
20.17,1820.787507,1439.766118,1.820787507,1.439766118
20.18,1820.947251,1439.766118,1.820947251,1.439766118
20.19,1821.053747,1439.766118,1.821053747,1.439766118
20.2,1821.321626,1439.762022,1.821321626,1.439762022
20.21,1821.428122,1439.762022,1.821428122,1.439762022
20.22,1821.802496,1439.762022,1.821802496,1.439762022
20.23,1822.175232,1439.762022,1.822175232,1.439762022
20.24,1822.441472,1439.765299,1.822441472,1.439765299
20.25,1822.654464,1439.765299,1.822654464,1.439765299
20.26,1822.920704,1439.765299,1.822920704,1.439765299
20.27,1823.133696,1439.763661,1.823133696,1.439763661
20.28,1823.346688,1439.765299,1.823346688,1.439765299
20.29,1823.453184,1439.768576,1.823453184,1.439768576
20.3,1823.719424,1439.770214,1.823719424,1.439770214
20.31,1823.985664,1439.770214,1.823985664,1.439770214
20.32,1824.038912,1439.767757,1.824038912,1.439767757
20.33,1824.571392,1439.767757,1.824571392,1.439767757
20.34,1824.837632,1439.767757,1.824837632,1.439767757
20.35,1824.944128,1439.767757,1.824944128,1.439767757
20.36,1825.103872,1439.767757,1.825103872,1.439767757
20.37,1825.476608,1439.771034,1.825476608,1.439771034
20.38,1825.583104,1439.775949,1.825583104,1.439775949
20.39,1825.796096,1439.775949,1.825796096,1.439775949
20.4,1826.220442,1439.780045,1.826220442,1.439780045
20.41,1826.380186,1439.781683,1.826380186,1.439781683
20.42,1826.646426,1439.783322,1.826646426,1.439783322
20.43,1826.80617,1439.78496,1.82680617,1.43978496
20.44,1826.965914,1439.78496,1.826965914,1.43978496
20.45,1827.178906,1439.78496,1.827178906,1.43978496
20.46,1827.392717,1439.78496,1.827392717,1.43978496
20.47,1827.765453,1439.78496,1.827765453,1.43978496
20.48,1828.138189,1439.781683,1.828138189,1.439781683
20.49,1828.191437,1439.786598,1.828191437,1.439786598
20.5,1828.457677,1439.786598,1.828457677,1.439786598
20.51,1828.670669,1439.786598,1.828670669,1.439786598
20.52,1828.883661,1439.786598,1.828883661,1.439786598
20.53,1829.256397,1439.786598,1.829256397,1.439786598
20.54,1829.309645,1439.786598,1.829309645,1.439786598
20.55,1829.602918,1439.786598,1.829602918,1.439786598
20.56,1829.975654,1439.786598,1.829975654,1.439786598
20.57,1830.295142,1439.786598,1.830295142,1.439786598
20.58,1830.401638,1439.789875,1.830401638,1.439789875
20.59,1830.559744,1439.789875,1.830559744,1.439789875
20.6,1830.66624,1439.789875,1.83066624,1.439789875
20.61,1830.985728,1439.786598,1.830985728,1.439786598
20.62,1831.251968,1439.786598,1.831251968,1.439786598
20.63,1831.411712,1439.786598,1.831411712,1.439786598
20.64,1831.675494,1439.786598,1.831675494,1.439786598
20.65,1832.261222,1439.791514,1.832261222,1.439791514
20.66,1832.369357,1439.791514,1.832369357,1.439791514
20.67,1832.527462,1439.791514,1.832527462,1.439791514
20.68,1832.793702,1439.791514,1.832793702,1.439791514
20.69,1833.059942,1439.791514,1.833059942,1.439791514
20.7,1833.218048,1439.791514,1.833218048,1.439791514
20.71,1833.377792,1439.79479,1.833377792,1.43979479
20.72,1833.484288,1439.800525,1.833484288,1.439800525
20.73,1833.803776,1439.800525,1.833803776,1.439800525
20.74,1834.22976,1439.800525,1.83422976,1.439800525
20.75,1834.442752,1439.800525,1.834442752,1.439800525
20.76,1834.76224,1439.804621,1.83476224,1.439804621
20.77,1835.02848,1439.804621,1.83502848,1.439804621
20.78,1835.241472,1439.804621,1.835241472,1.439804621
20.79,1835.507712,1439.804621,1.835507712,1.439804621
20.8,1835.56096,1439.804621,1.83556096,1.439804621
20.81,1835.880448,1439.804621,1.835880448,1.439804621
20.82,1836.254822,1439.804621,1.836254822,1.439804621
20.83,1836.414566,1439.804621,1.836414566,1.439804621
20.84,1836.682445,1439.806259,1.836682445,1.439806259
20.85,1837.110067,1439.804621,1.837110067,1.439804621
20.86,1837.218202,1439.804621,1.837218202,1.439804621
20.87,1837.431194,1439.801344,1.837431194,1.439801344
20.88,1837.53769,1439.801344,1.83753769,1.439801344
20.89,1837.750682,1439.801344,1.837750682,1.439801344
20.9,1837.857178,1439.801344,1.837857178,1.439801344
20.91,1838.176666,1439.801344,1.838176666,1.439801344
20.92,1838.442906,1439.798067,1.838442906,1.439798067
20.93,1838.604288,1439.798067,1.838604288,1.439798067
20.94,1838.923776,1439.798067,1.838923776,1.439798067
20.95,1839.296512,1439.801344,1.839296512,1.439801344
20.96,1839.456256,1439.801344,1.839456256,1.439801344
20.97,1839.629107,1439.804621,1.839629107,1.439804621
20.98,1839.735603,1439.804621,1.839735603,1.439804621
20.99,1839.948595,1439.804621,1.839948595,1.439804621
21,1840.268083,1439.807898,1.840268083,1.439807898
21.01,1840.640819,1439.807898,1.840640819,1.439807898
21.02,1840.853811,1439.809536,1.840853811,1.439809536
21.03,1841.013555,1439.811174,1.841013555,1.439811174
21.04,1841.226547,1439.807898,1.841226547,1.439807898
21.05,1841.439539,1439.807898,1.841439539,1.439807898
21.06,1841.812275,1439.807898,1.841812275,1.439807898
21.07,1842.025267,1439.807898,1.842025267,1.439807898
21.08,1842.198118,1439.807898,1.842198118,1.439807898
21.09,1842.412749,1439.811174,1.842412749,1.439811174
21.1,1842.517606,1439.814451,1.842517606,1.439814451
21.11,1842.890342,1439.814451,1.842890342,1.439814451
21.12,1843.156582,1439.811174,1.843156582,1.439811174
21.13,1843.263078,1439.811174,1.843263078,1.439811174
21.14,1843.635814,1439.814451,1.843635814,1.439814451
21.15,1843.955302,1439.814451,1.843955302,1.439814451
21.16,1844.27479,1439.814451,1.84427479,1.439814451
21.17,1844.381286,1439.814451,1.844381286,1.439814451
21.18,1844.647526,1439.814451,1.844647526,1.439814451
21.19,1844.80727,1439.819366,1.84480727,1.439819366
21.2,1845.126758,1439.820186,1.845126758,1.439820186
21.21,1845.338112,1439.820186,1.845338112,1.439820186
21.22,1845.551104,1439.824282,1.845551104,1.439824282
21.23,1845.817344,1439.825101,1.845817344,1.439825101
21.24,1846.030336,1439.825101,1.846030336,1.439825101
21.25,1846.376858,1439.825101,1.846376858,1.439825101
21.26,1846.58985,1439.82592,1.84658985,1.43982592
21.27,1846.909338,1439.82592,1.846909338,1.43982592
21.28,1847.069082,1439.82592,1.847069082,1.43982592
21.29,1847.335322,1439.826739,1.847335322,1.439826739
21.3,1847.601562,1439.826739,1.847601562,1.439826739
21.31,1847.814554,1439.826739,1.847814554,1.439826739
21.32,1848.080794,1439.826739,1.848080794,1.439826739
21.33,1848.400282,1439.828378,1.848400282,1.439828378
21.34,1848.613274,1440.171622,1.848613274,1.440171622
21.35,1848.879514,1440.303514,1.848879514,1.440303514
21.36,1848.98601,1440.416563,1.84898601,1.440416563
21.37,1849.145754,1440.416563,1.849145754,1.440416563
21.38,1849.411994,1440.416563,1.849411994,1.440416563
21.39,1849.731482,1440.416563,1.849731482,1.440416563
21.4,1849.997722,1440.416563,1.849997722,1.440416563
21.41,1850.104218,1440.416563,1.850104218,1.440416563
21.42,1850.530202,1440.416563,1.850530202,1.440416563
21.43,1850.796442,1440.416563,1.850796442,1.440416563
21.44,1851.062682,1440.421478,1.851062682,1.440421478
21.45,1851.169178,1440.421478,1.851169178,1.440421478
21.46,1851.383808,1440.424755,1.851383808,1.440424755
21.47,1851.650048,1440.424755,1.851650048,1.440424755
21.48,1851.916288,1440.424755,1.851916288,1.440424755
21.49,1852.022784,1440.424755,1.852022784,1.440424755
21.5,1852.369306,1440.424755,1.852369306,1.440424755
21.51,1852.850176,1440.424755,1.852850176,1.440424755
21.52,1853.00992,1440.424755,1.85300992,1.440424755
21.53,1853.169664,1440.424755,1.853169664,1.440424755
21.54,1853.384294,1440.43049,1.853384294,1.44043049
21.55,1853.758669,1440.432128,1.853758669,1.440432128
21.56,1853.811917,1440.428032,1.853811917,1.440428032
21.57,1854.026547,1440.428032,1.854026547,1.440428032
21.58,1854.346035,1440.428032,1.854346035,1.440428032
21.59,1854.718771,1440.428032,1.854718771,1.440428032
21.6,1854.985011,1440.428032,1.854985011,1.440428032
21.61,1855.091507,1440.428032,1.855091507,1.440428032
21.62,1855.144755,1440.428032,1.855144755,1.440428032
21.63,1855.517491,1440.428032,1.855517491,1.440428032
21.64,1855.783731,1440.428032,1.855783731,1.440428032
21.65,1856.049971,1440.428032,1.856049971,1.440428032
21.66,1856.262963,1440.42967,1.856262963,1.44042967
21.67,1856.742195,1440.42967,1.856742195,1.44042967
21.68,1857.008435,1440.431309,1.857008435,1.440431309
21.69,1857.221427,1440.431309,1.857221427,1.440431309
21.7,1857.381171,1440.431309,1.857381171,1.440431309
21.71,1857.594163,1440.431309,1.857594163,1.440431309
21.72,1857.860403,1440.431309,1.857860403,1.440431309
21.73,1858.339635,1440.434586,1.858339635,1.440434586
21.74,1858.605875,1440.434586,1.858605875,1.440434586
21.75,1859.138355,1440.434586,1.859138355,1.440434586
21.76,1859.298099,1440.43049,1.859298099,1.44043049
21.77,1859.511091,1440.426394,1.859511091,1.440426394
21.78,1859.883827,1440.426394,1.859883827,1.440426394
21.79,1860.203315,1440.426394,1.860203315,1.440426394
21.8,1860.735795,1440.426394,1.860735795,1.440426394
21.81,1860.895539,1440.425574,1.860895539,1.440425574
21.82,1861.481267,1440.43049,1.861481267,1.44043049
21.83,1861.907251,1440.43049,1.861907251,1.44043049
21.84,1862.333235,1440.43049,1.862333235,1.44043049
21.85,1862.652723,1440.43049,1.862652723,1.44043049
21.86,1862.812467,1440.433766,1.862812467,1.440433766
21.87,1863.025459,1440.437043,1.863025459,1.440437043
21.88,1863.557939,1440.437043,1.863557939,1.440437043
21.89,1863.983923,1440.437043,1.863983923,1.440437043
21.9,1864.356659,1440.437043,1.864356659,1.440437043
21.91,1864.835891,1440.441958,1.864835891,1.440441958
21.92,1865.155379,1440.443597,1.865155379,1.440443597
21.93,1865.528115,1440.443597,1.865528115,1.440443597
21.94,1865.954099,1440.443597,1.865954099,1.440443597
21.95,1866.220339,1440.443597,1.866220339,1.440443597
21.96,1866.380083,1440.443597,1.866380083,1.440443597
21.97,1866.859315,1440.443597,1.866859315,1.440443597
21.98,1867.286938,1440.443597,1.867286938,1.440443597
21.99,1867.446682,1440.443597,1.867446682,1.440443597
22,1867.874304,1440.443597,1.867874304,1.440443597
22.01,1868.248678,1440.443597,1.868248678,1.440443597
22.02,1868.514918,1440.44032,1.868514918,1.44044032
22.03,1868.621414,1440.44032,1.868621414,1.44044032
22.04,1868.72791,1440.44032,1.86872791,1.44044032
22.05,1868.887654,1440.44032,1.868887654,1.44044032
22.06,1869.26039,1440.44032,1.86926039,1.44044032
22.07,1869.739622,1440.44032,1.869739622,1.44044032
22.08,1869.899366,1440.436224,1.869899366,1.440436224
22.09,1870.220493,1440.436224,1.870220493,1.440436224
22.1,1870.433485,1440.441139,1.870433485,1.440441139
22.11,1870.699725,1440.441139,1.870699725,1.440441139
22.12,1870.93975,1440.444416,1.87093975,1.440444416
22.13,1871.046246,1440.444416,1.871046246,1.440444416
22.14,1871.365734,1440.444416,1.871365734,1.440444416
22.15,1871.525478,1440.444416,1.871525478,1.440444416
22.16,1872.006349,1440.444416,1.872006349,1.440444416
22.17,1872.219341,1440.444416,1.872219341,1.440444416
22.18,1872.432333,1440.446054,1.872432333,1.440446054
22.19,1872.698573,1440.451789,1.872698573,1.440451789
22.2,1872.858317,1440.451789,1.872858317,1.440451789
22.21,1873.018061,1440.455885,1.873018061,1.440455885
22.22,1873.497293,1440.455885,1.873497293,1.440455885
22.23,1873.816781,1440.455885,1.873816781,1.440455885
22.24,1874.083021,1440.455885,1.874083021,1.440455885
22.25,1874.191155,1440.455885,1.874191155,1.440455885
22.26,1874.455757,1440.455885,1.874455757,1.440455885
22.27,1874.615501,1440.459162,1.874615501,1.440459162
22.28,1875.041485,1440.455885,1.875041485,1.440455885
22.29,1875.201229,1440.455885,1.875201229,1.440455885
22.3,1875.467469,1440.455885,1.875467469,1.440455885
22.31,1875.680461,1440.455885,1.875680461,1.440455885
22.32,1875.946701,1440.455885,1.875946701,1.440455885
22.33,1876.266189,1440.455885,1.876266189,1.440455885
22.34,1876.638925,1440.455885,1.876638925,1.440455885
22.35,1876.692173,1440.455885,1.876692173,1.440455885
22.36,1876.905165,1440.455885,1.876905165,1.440455885
22.37,1877.064909,1440.455885,1.877064909,1.440455885
22.38,1877.544141,1440.459162,1.877544141,1.440459162
22.39,1877.597389,1440.459162,1.877597389,1.440459162
22.4,1877.810381,1440.459162,1.877810381,1.440459162
22.41,1878.129869,1440.459162,1.878129869,1.440459162
22.42,1878.342861,1440.459162,1.878342861,1.440459162
22.43,1878.822093,1440.459162,1.878822093,1.440459162
22.44,1878.928589,1440.459162,1.878928589,1.440459162
22.45,1879.194829,1440.459162,1.879194829,1.440459162
22.46,1879.514317,1440.459162,1.879514317,1.440459162
22.47,1879.674061,1440.459162,1.879674061,1.440459162
22.48,1879.833805,1440.462438,1.879833805,1.440462438
22.49,1879.887053,1440.462438,1.879887053,1.440462438
22.5,1880.259789,1440.462438,1.880259789,1.440462438
22.51,1880.579277,1440.462438,1.880579277,1.440462438
22.52,1880.898765,1440.462438,1.880898765,1.440462438
22.53,1881.165005,1440.462438,1.881165005,1.440462438
22.54,1881.431245,1440.462438,1.881431245,1.440462438
22.55,1881.590989,1440.462438,1.881590989,1.440462438
22.56,1881.857229,1440.462438,1.881857229,1.440462438
22.57,1882.176717,1440.467354,1.882176717,1.440467354
22.58,1882.389709,1440.467354,1.882389709,1.440467354
22.59,1882.523238,1440.467354,1.882523238,1.440467354
22.6,1882.789478,1440.467354,1.882789478,1.440467354
22.61,1883.108966,1440.467354,1.883108966,1.440467354
22.62,1883.40224,1440.467354,1.88340224,1.440467354
22.63,1883.561984,1440.467354,1.883561984,1.440467354
22.64,1884.046131,1440.467354,1.884046131,1.440467354
22.65,1884.418867,1440.384614,1.884418867,1.440384614
22.66,1884.631859,1440.385434,1.884631859,1.440385434
22.67,1884.738355,1440.385434,1.884738355,1.440385434
22.68,1885.057843,1440.387072,1.885057843,1.440387072
22.69,1885.324083,1440.38871,1.885324083,1.44038871
22.7,1885.643571,1440.38871,1.885643571,1.44038871
22.71,1885.803315,1440.38871,1.885803315,1.44038871
22.72,1886.204723,1440.38953,1.886204723,1.44038953
22.73,1886.419354,1440.390349,1.886419354,1.440390349
22.74,1886.685594,1440.390349,1.886685594,1.440390349
22.75,1887.164826,1440.390349,1.887164826,1.440390349
22.76,1887.431066,1440.391168,1.887431066,1.440391168
22.77,1887.803802,1440.391168,1.887803802,1.440391168
22.78,1888.176538,1440.392806,1.888176538,1.440392806
22.79,1888.496026,1440.392806,1.888496026,1.440392806
22.8,1888.815514,1440.392806,1.888815514,1.440392806
22.81,1888.868762,1440.392806,1.888868762,1.440392806
22.82,1889.241498,1440.392806,1.889241498,1.440392806
22.83,1889.72073,1440.392806,1.88972073,1.440392806
22.84,1889.98697,1440.392806,1.88998697,1.440392806
22.85,1890.466202,1440.392806,1.890466202,1.440392806
22.86,1890.78569,1440.397722,1.89078569,1.440397722
22.87,1890.945434,1440.397722,1.890945434,1.440397722
22.88,1891.477914,1440.397722,1.891477914,1.440397722
22.89,1891.637658,1440.397722,1.891637658,1.440397722
22.9,1891.903898,1440.397722,1.891903898,1.440397722
22.91,1892.170138,1440.397722,1.892170138,1.440397722
22.92,1892.38313,1440.397722,1.89238313,1.440397722
22.93,1892.64937,1440.397722,1.89264937,1.440397722
22.94,1893.022106,1440.397722,1.893022106,1.440397722
22.95,1893.312922,1440.397722,1.893312922,1.440397722
22.96,1893.555405,1440.400998,1.893555405,1.440400998
22.97,1893.821645,1440.405914,1.893821645,1.440405914
22.98,1893.981389,1440.405914,1.893981389,1.440405914
22.99,1894.460621,1440.405914,1.894460621,1.440405914
23,1894.620365,1440.405914,1.894620365,1.440405914
23.01,1894.833357,1440.405914,1.894833357,1.440405914
23.02,1895.099597,1440.405914,1.895099597,1.440405914
23.03,1895.525581,1440.405914,1.895525581,1.440405914
23.04,1895.738573,1440.405914,1.895738573,1.440405914
23.05,1896.058061,1440.405914,1.896058061,1.440405914
23.06,1896.271053,1440.405914,1.896271053,1.440405914
23.07,1896.377549,1440.405914,1.896377549,1.440405914
23.08,1896.484045,1440.405914,1.896484045,1.440405914
23.09,1896.750285,1440.405914,1.896750285,1.440405914
23.1,1897.079603,1440.405914,1.897079603,1.440405914
23.11,1897.469542,1440.405914,1.897469542,1.440405914
23.12,1897.735782,1440.405914,1.897735782,1.440405914
23.13,1898.002022,1440.405914,1.898002022,1.440405914
23.14,1898.215014,1440.405914,1.898215014,1.440405914
23.15,1898.32151,1440.405914,1.89832151,1.440405914
23.16,1898.589389,1440.405914,1.898589389,1.440405914
23.17,1898.908877,1440.405914,1.898908877,1.440405914
23.18,1899.228365,1440.405914,1.899228365,1.440405914
23.19,1899.441357,1440.405914,1.899441357,1.440405914
23.2,1899.707597,1440.405914,1.899707597,1.440405914
23.21,1899.949261,1440.405914,1.899949261,1.440405914
23.22,1900.107366,1440.405914,1.900107366,1.440405914
23.23,1900.375245,1440.405914,1.900375245,1.440405914
23.24,1900.694733,1440.401818,1.900694733,1.440401818
23.25,1901.014221,1440.407552,1.901014221,1.440407552
23.26,1901.280461,1440.407552,1.901280461,1.440407552
23.27,1901.493453,1440.407552,1.901493453,1.440407552
23.28,1901.921075,1440.403456,1.901921075,1.440403456
23.29,1902.080819,1440.403456,1.902080819,1.440403456
23.3,1902.135706,1440.403456,1.902135706,1.440403456
23.31,1902.29545,1440.403456,1.90229545,1.440403456
23.32,1902.669824,1440.403456,1.902669824,1.440403456
23.33,1903.149056,1440.403456,1.903149056,1.440403456
23.34,1903.255552,1440.323994,1.903255552,1.440323994
23.35,1903.546368,1440.323994,1.903546368,1.440323994
23.36,1903.894528,1440.323994,1.903894528,1.440323994
23.37,1904.10752,1440.325632,1.90410752,1.440325632
23.38,1904.320512,1440.328909,1.904320512,1.440328909
23.39,1904.37376,1440.328909,1.90437376,1.440328909
23.4,1904.533504,1440.328909,1.904533504,1.440328909
23.41,1904.959488,1440.328909,1.904959488,1.440328909
23.42,1905.278976,1440.328909,1.905278976,1.440328909
23.43,1905.598464,1440.328909,1.905598464,1.440328909
23.44,1905.9712,1440.328909,1.9059712,1.440328909
23.45,1906.077696,1440.328909,1.906077696,1.440328909
23.46,1906.23744,1440.328909,1.90623744,1.440328909
23.47,1906.343936,1440.328909,1.906343936,1.440328909
23.48,1906.50368,1440.328909,1.90650368,1.440328909
23.49,1906.929664,1440.328909,1.906929664,1.440328909
23.5,1907.249152,1440.328909,1.907249152,1.440328909
23.51,1907.355648,1440.328909,1.907355648,1.440328909
23.52,1907.675136,1440.328909,1.907675136,1.440328909
23.53,1908.128154,1440.328909,1.908128154,1.440328909
23.54,1908.341146,1440.328909,1.908341146,1.440328909
23.55,1908.554138,1440.328909,1.908554138,1.440328909
23.56,1908.660634,1440.328909,1.908660634,1.440328909
23.57,1908.76713,1440.328909,1.90876713,1.440328909
23.58,1909.086618,1440.328909,1.909086618,1.440328909
23.59,1909.248,1440.328909,1.909248,1.440328909
23.6,1909.56585,1440.328909,1.90956585,1.440328909
23.61,1909.938586,1440.324813,1.909938586,1.440324813
23.62,1910.311322,1440.324813,1.910311322,1.440324813
23.63,1910.577562,1440.324813,1.910577562,1.440324813
23.64,1910.89705,1440.32809,1.91089705,1.44032809
23.65,1910.89705,1440.32809,1.91089705,1.44032809
23.66,1911.110042,1440.32809,1.911110042,1.44032809
23.67,1911.42953,1440.32809,1.91142953,1.44032809
23.68,1911.589274,1440.32809,1.911589274,1.44032809
23.69,1912.015258,1440.32809,1.912015258,1.44032809
23.7,1912.281498,1440.32809,1.912281498,1.44032809
23.71,1912.521523,1440.329728,1.912521523,1.440329728
23.72,1912.841011,1440.331366,1.912841011,1.440331366
23.73,1913.000755,1440.331366,1.913000755,1.440331366
23.74,1913.107251,1440.331366,1.913107251,1.440331366
23.75,1913.373491,1440.331366,1.913373491,1.440331366
23.76,1913.586483,1440.336282,1.913586483,1.440336282
23.77,1913.905971,1440.336282,1.913905971,1.440336282
23.78,1914.225459,1440.333005,1.914225459,1.440333005
23.79,1914.546586,1440.333005,1.914546586,1.440333005
23.8,1914.812826,1440.333005,1.914812826,1.440333005
23.81,1914.97257,1440.333005,1.91497257,1.440333005
23.82,1915.132314,1440.333005,1.915132314,1.440333005
23.83,1915.345306,1440.333005,1.915345306,1.440333005
23.84,1915.664794,1440.333005,1.915664794,1.440333005
23.85,1915.77129,1440.333005,1.91577129,1.440333005
23.86,1916.224307,1440.333005,1.916224307,1.440333005
23.87,1916.492186,1440.333005,1.916492186,1.440333005
23.88,1916.65193,1440.336282,1.91665193,1.440336282
23.89,1916.971418,1440.336282,1.916971418,1.440336282
23.9,1917.131162,1440.336282,1.917131162,1.440336282
23.91,1917.397402,1440.336282,1.917397402,1.440336282
23.92,1917.610394,1440.336282,1.917610394,1.440336282
23.93,1917.71689,1440.336282,1.91771689,1.440336282
23.94,1918.199398,1440.336282,1.918199398,1.440336282
23.95,1918.305894,1440.336282,1.918305894,1.440336282
23.96,1918.67863,1440.336282,1.91867863,1.440336282
23.97,1918.94487,1440.336282,1.91894487,1.440336282
23.98,1919.319245,1440.336282,1.919319245,1.440336282
23.99,1919.372493,1440.336282,1.919372493,1.440336282
24,1919.532237,1440.336282,1.919532237,1.440336282
24.01,1919.745229,1440.336282,1.919745229,1.440336282
24.02,1919.958221,1440.336282,1.919958221,1.440336282
24.03,1920.117965,1440.336282,1.920117965,1.440336282
24.04,1920.490701,1440.336282,1.920490701,1.440336282
24.05,1920.916685,1440.336282,1.920916685,1.440336282
24.06,1921.130496,1440.339558,1.921130496,1.440339558
24.07,1921.236992,1440.339558,1.921236992,1.440339558
24.08,1921.449984,1440.339558,1.921449984,1.440339558
24.09,1921.609728,1440.339558,1.921609728,1.440339558
24.1,1921.982464,1440.339558,1.921982464,1.440339558
24.11,1922.142208,1440.339558,1.922142208,1.440339558
24.12,1922.461696,1440.339558,1.922461696,1.440339558
24.13,1922.88768,1440.336282,1.92288768,1.440336282
24.14,1923.047424,1440.336282,1.923047424,1.440336282
24.15,1923.207168,1440.336282,1.923207168,1.440336282
24.16,1923.42016,1440.336282,1.92342016,1.440336282
24.17,1923.6864,1440.342016,1.9236864,1.440342016
24.18,1923.899392,1440.342016,1.923899392,1.440342016
24.19,1924.005888,1440.342016,1.924005888,1.440342016
24.2,1924.325376,1440.342016,1.924325376,1.440342016
24.21,1924.591616,1440.342016,1.924591616,1.440342016
24.22,1924.911104,1440.342016,1.924911104,1.440342016
24.23,1925.230592,1440.343654,1.925230592,1.440343654
24.24,1925.443584,1440.345293,1.925443584,1.440345293
24.25,1925.656576,1440.345293,1.925656576,1.440345293
24.26,1925.763072,1440.345293,1.925763072,1.440345293
24.27,1926.08256,1440.345293,1.92608256,1.440345293
24.28,1926.3488,1440.345293,1.9263488,1.440345293
24.29,1926.455296,1440.345293,1.926455296,1.440345293
24.3,1926.774784,1440.345293,1.926774784,1.440345293
24.31,1927.041024,1440.345293,1.927041024,1.440345293
24.32,1927.254016,1440.346112,1.927254016,1.440346112
24.33,1927.573504,1440.346112,1.927573504,1.440346112
24.34,1927.733248,1440.346931,1.927733248,1.440346931
24.35,1928.105984,1431.064576,1.928105984,1.431064576
24.36,1928.265728,1410.342912,1.928265728,1.410342912
24.37,1928.318976,1410.342912,1.928318976,1.410342912
24.38,1928.585216,1410.343731,1.928585216,1.410343731
24.39,1928.798208,1410.343731,1.928798208,1.410343731
24.4,1928.957952,1410.343731,1.928957952,1.410343731
24.41,1929.330688,1410.343731,1.929330688,1.410343731
24.42,1929.80992,1395.663667,1.92980992,1.395663667
24.43,1930.022912,1380.733747,1.930022912,1.380733747
24.44,1930.29079,1365.641626,1.93029079,1.365641626
24.45,1930.397286,1365.641626,1.930397286,1.365641626
24.46,1930.450534,1365.641626,1.930450534,1.365641626
24.47,1930.770022,1365.641626,1.930770022,1.365641626
24.48,1931.036262,1365.646541,1.931036262,1.365646541
24.49,1931.249254,1365.646541,1.931249254,1.365646541
24.5,1931.675238,1365.646541,1.931675238,1.365646541
24.51,1931.834982,1365.646541,1.931834982,1.365646541
24.52,1932.101222,1365.646541,1.932101222,1.365646541
24.53,1932.314214,1365.646541,1.932314214,1.365646541
24.54,1932.473958,1365.646541,1.932473958,1.365646541
24.55,1932.688589,1365.646541,1.932688589,1.365646541
24.56,1932.741837,1365.646541,1.932741837,1.365646541
24.57,1933.167821,1365.646541,1.933167821,1.365646541
24.58,1933.327565,1365.646541,1.933327565,1.365646541
24.59,1933.753549,1365.646541,1.933753549,1.365646541
24.6,1934.019789,1365.649818,1.934019789,1.365649818
24.61,1934.236058,1365.649818,1.934236058,1.365649818
24.62,1934.447411,1365.649818,1.934447411,1.365649818
24.63,1934.555546,1365.649818,1.934555546,1.365649818
24.64,1934.821786,1365.649818,1.934821786,1.365649818
24.65,1935.089664,1365.649818,1.935089664,1.365649818
24.66,1935.302656,1365.569536,1.935302656,1.365569536
24.67,1935.463219,1365.569536,1.935463219,1.365569536
24.68,1935.676211,1365.569536,1.935676211,1.365569536
24.69,1935.942451,1365.51383,1.935942451,1.36551383
24.7,1936.421683,1365.51383,1.936421683,1.36551383
24.71,1936.687923,1323.822285,1.936687923,1.323822285
24.72,1936.796058,1309.904896,1.936796058,1.309904896
24.73,1937.00905,1295.993242,1.93700905,1.295993242
24.74,1937.27529,1295.993242,1.93727529,1.295993242
24.75,1937.381786,1295.910502,1.937381786,1.295910502
24.76,1937.54153,1295.843328,1.93754153,1.295843328
24.77,1937.754522,1295.843328,1.937754522,1.295843328
24.78,1938.020762,1295.79008,1.938020762,1.29579008
24.79,1938.34025,1295.557427,1.93834025,1.295557427
24.8,1938.659738,1295.490253,1.938659738,1.295490253
24.81,1939.032474,1277.631693,1.939032474,1.277631693
24.82,1939.192218,1256.021197,1.939192218,1.256021197
24.83,1939.40521,1242.778829,1.93940521,1.242778829
24.84,1939.564954,1229.7216,1.939564954,1.2297216
24.85,1939.618202,1229.470106,1.939618202,1.229470106
24.86,1939.831194,1180.043674,1.939831194,1.180043674
24.87,1940.310426,1179.83232,1.940310426,1.17983232
24.88,1940.683162,1144.122573,1.940683162,1.144122573
24.89,1940.896154,1108.784742,1.940896154,1.108784742
24.899392,1941.109965,952.5239808,1.941109965,0.952523981
