transitions (M),memory(MB),memory(MB),memory(GB),memory(GB)
5.03,1110.039757,1099.009229,1.110039757,1.099009229
5.04,1111.422566,1100.600934,1.111422566,1.100600934
5.05,1113.095373,1101.603635,1.113095373,1.101603635
5.06,1114.881229,1102.901248,1.114881229,1.102901248
5.07,1116.083814,1104.778035,1.116083814,1.104778035
5.08,1117.438771,1106.31895,1.117438771,1.10631895
5.09,1118.855987,1108.001587,1.118855987,1.108001587
5.1,1120.197018,1109.618688,1.120197018,1.109618688
5.11,1121.628979,1110.781952,1.121628979,1.110781952
5.12,1123.240346,1112.255693,1.123240346,1.112255693
5.13,1124.705075,1113.365709,1.124705075,1.113365709
5.14,1126.169805,1114.103808,1.126169805,1.114103808
5.15,1127.369114,1115.237581,1.127369114,1.115237581
5.16,1128.742093,1116.268134,1.128742093,1.116268134
5.17,1130.129818,1116.91776,1.130129818,1.11691776
5.18,1131.444634,1118.489805,1.131444634,1.118489805
5.19,1132.63575,1119.564595,1.13263575,1.119564595
5.2,1134.048051,1120.890061,1.134048051,1.120890061
5.21,1135.461171,1122.521907,1.135461171,1.122521907
5.22,1136.920986,1123.785933,1.136920986,1.123785933
5.23,1138.330829,1125.210522,1.138330829,1.125210522
5.24,1139.90697,1127.263437,1.13990697,1.127263437
5.25,1140.996506,1128.237466,1.140996506,1.128237466
5.26,1142.340813,1129.601434,1.142340813,1.129601434
5.27,1143.820288,1131.046502,1.143820288,1.131046502
5.28,1145.08841,1131.916493,1.14508841,1.131916493
5.29,1146.143539,1133.124813,1.146143539,1.133124813
5.3,1147.74016,1134.211072,1.14774016,1.134211072
5.31,1149.018931,1134.812365,1.149018931,1.134812365
5.32,1150.083072,1135.88224,1.150083072,1.13588224
5.33,1151.90825,1137.012736,1.15190825,1.137012736
5.34,1153.291059,1138.218598,1.153291059,1.138218598
5.35,1154.264269,1139.617792,1.154264269,1.139617792
5.36,1155.90103,1141.0432,1.15590103,1.1410432
5.37,1157.168333,1142.573466,1.157168333,1.142573466
5.38,1158.163661,1144.011162,1.158163661,1.144011162
5.39,1160.505754,1145.409536,1.160505754,1.145409536
5.4,1173.204992,1146.770227,1.173204992,1.146770227
5.41,1191.634534,1148.104704,1.191634534,1.148104704
5.42,1197.010125,1149.454746,1.197010125,1.149454746
5.43,1198.674739,1150.469734,1.198674739,1.150469734
5.44,1199.742157,1151.145574,1.199742157,1.151145574
5.45,1200.939827,1151.996723,1.200939827,1.151996723
5.46,1202.491392,1153.129677,1.202491392,1.153129677
5.47,1203.675136,1153.964442,1.203675136,1.153964442
5.48,1204.821197,1161.604301,1.204821197,1.161604301
5.49,1206.287565,1183.315558,1.206287565,1.183315558
5.5,1207.589274,1191.26016,1.207589274,1.19126016
5.51,1208.896717,1192.321024,1.208896717,1.192321024
5.52,1210.145997,1194.304307,1.210145997,1.194304307
5.53,1211.727053,1195.751014,1.211727053,1.195751014
5.54,1212.715827,1196.57513,1.212715827,1.19657513
5.55,1213.664461,1198.190592,1.213664461,1.198190592
5.56,1215.177523,1199.594701,1.215177523,1.199594701
5.57,1216.802816,1200.095232,1.216802816,1.200095232
5.58,1217.765376,1201.151181,1.217765376,1.201151181
5.59,1219.221094,1201.923686,1.219221094,1.201923686
5.6,1220.235264,1202.469274,1.220235264,1.202469274
5.61,1221.763072,1203.915981,1.221763072,1.203915981
5.62,1223.068877,1204.91049,1.223068877,1.20491049
5.63,1224.411546,1206.03689,1.224411546,1.20603689
5.64,1225.507635,1207.581901,1.225507635,1.207581901
5.65,1226.711859,1209.298125,1.226711859,1.209298125
5.66,1228.374835,1210.396672,1.228374835,1.210396672
5.67,1229.585613,1211.728691,1.229585613,1.211728691
5.68,1230.906163,1213.350707,1.230906163,1.213350707
5.69,1232.154624,1214.866227,1.232154624,1.214866227
5.7,1233.425203,1215.797658,1.233425203,1.215797658
5.71,1234.410701,1216.743014,1.234410701,1.216743014
5.72,1235.678003,1217.493402,1.235678003,1.217493402
5.73,1236.970701,1218.162688,1.236970701,1.218162688
5.74,1238.274048,1218.861466,1.238274048,1.218861466
5.75,1239.523328,1219.443098,1.239523328,1.219443098
5.76,1240.889754,1220.594074,1.240889754,1.220594074
5.77,1242.022707,1221.823693,1.242022707,1.221823693
5.78,1243.457126,1222.853427,1.243457126,1.222853427
5.79,1244.536013,1224.315699,1.244536013,1.224315699
5.8,1245.827891,1225.949184,1.245827891,1.225949184
5.81,1247.250022,1227.062477,1.247250022,1.227062477
5.82,1248.448512,1228.337152,1.248448512,1.228337152
5.83,1249.529856,1230.109901,1.249529856,1.230109901
5.84,1250.757018,1231.210086,1.250757018,1.231210086
5.85,1252.434739,1231.81056,1.252434739,1.23181056
5.86,1253.258035,1233.045914,1.253258035,1.233045914
5.87,1254.546637,1233.792205,1.254546637,1.233792205
5.88,1255.809843,1234.197709,1.255809843,1.234197709
5.89,1256.991949,1235.140608,1.256991949,1.235140608
5.9,1258.11753,1236.072858,1.25811753,1.236072858
5.91,1259.302093,1237.064909,1.259302093,1.237064909
5.92,1260.941312,1238.083174,1.260941312,1.238083174
5.93,1262.033306,1239.266099,1.262033306,1.239266099
5.94,1263.253914,1240.338432,1.263253914,1.240338432
5.95,1264.593306,1241.860506,1.264593306,1.241860506
5.96,1265.833574,1243.489075,1.265833574,1.243489075
5.97,1266.961613,1244.673638,1.266961613,1.244673638
5.98,1268.409958,1245.698458,1.268409958,1.245698458
5.99,1269.378253,1246.516019,1.269378253,1.246516019
6,1270.563635,1247.653069,1.270563635,1.247653069
6.01,1271.73591,1248.454246,1.27173591,1.248454246
6.02,1273.180979,1249.070285,1.273180979,1.249070285
6.03,1274.232013,1250.118042,1.274232013,1.250118042
6.04,1275.323187,1250.594816,1.275323187,1.250594816
6.05,1276.77481,1251.867853,1.27677481,1.251867853
6.06,1277.735731,1252.841062,1.277735731,1.252841062
6.07,1279.024333,1254.096077,1.279024333,1.254096077
6.08,1279.88777,1255.124173,1.27988777,1.255124173
6.09,1281.107558,1256.297267,1.281107558,1.256297267
6.1,1282.299494,1257.532621,1.282299494,1.257532621
6.11,1283.775693,1258.899046,1.283775693,1.258899046
6.12,1284.67927,1259.657626,1.28467927,1.259657626
6.13,1286.244762,1260.581683,1.286244762,1.260581683
6.14,1287.186842,1261.420544,1.287186842,1.261420544
6.15,1288.246886,1262.331494,1.288246886,1.262331494
6.16,1289.333146,1263.430861,1.289333146,1.263430861
6.17,1290.661888,1264.640819,1.290661888,1.264640819
6.18,1291.966874,1265.451827,1.291966874,1.265451827
6.19,1293.143245,1265.822106,1.293143245,1.265822106
6.2,1294.200013,1266.580685,1.294200013,1.266580685
6.21,1295.401779,1267.949568,1.295401779,1.267949568
6.22,1296.556032,1268.760576,1.296556032,1.268760576
6.23,1297.723392,1269.267661,1.297723392,1.269267661
6.24,1298.787533,1270.117171,1.298787533,1.270117171
6.25,1300.02944,1271.015834,1.30002944,1.271015834
6.26,1301.213184,1272.03328,1.301213184,1.27203328
6.27,1302.290432,1272.943411,1.302290432,1.272943411
6.28,1303.217766,1273.928909,1.303217766,1.273928909
6.29,1304.583373,1274.753843,1.304583373,1.274753843
6.3,1306.023526,1275.836826,1.306023526,1.275836826
6.31,1307.152384,1277.256499,1.307152384,1.277256499
6.32,1308.071526,1278.037197,1.308071526,1.278037197
6.33,1309.311795,1278.718771,1.309311795,1.278718771
6.34,1310.28009,1279.981158,1.31028009,1.279981158
6.35,1311.527731,1281.166541,1.311527731,1.281166541
6.36,1312.451789,1282.024243,1.312451789,1.282024243
6.37,1313.662566,1282.640282,1.313662566,1.282640282
6.38,1314.971648,1283.098214,1.314971648,1.283098214
6.39,1316.196352,1283.988685,1.316196352,1.283988685
6.4,1317.259674,1284.78167,1.317259674,1.28478167
6.41,1318.286131,1285.5296,1.318286131,1.2855296
6.42,1319.712358,1286.27671,1.319712358,1.28627671
6.43,1320.495514,1286.982042,1.320495514,1.286982042
6.44,1321.845555,1288.159232,1.321845555,1.288159232
6.45,1322.894131,1289.214362,1.322894131,1.289214362
6.46,1324.047565,1290.407936,1.324047565,1.290407936
6.47,1325.079757,1291.123917,1.325079757,1.291123917
6.48,1326.249574,1291.891507,1.326249574,1.291891507
6.49,1327.557837,1292.95401,1.327557837,1.29295401
6.5,1328.716186,1293.715046,1.328716186,1.293715046
6.51,1329.77623,1294.691533,1.32977623,1.294691533
6.52,1330.650317,1295.304294,1.330650317,1.295304294
6.53,1331.572736,1295.903949,1.331572736,1.295903949
6.54,1332.782694,1296.42496,1.332782694,1.29642496
6.55,1333.895168,1297.497293,1.333895168,1.297497293
6.56,1334.915891,1298.26816,1.334915891,1.29826816
6.57,1335.998874,1298.93417,1.335998874,1.29893417
6.58,1337.031885,1299.551846,1.337031885,1.299551846
6.59,1338.250854,1300.362035,1.338250854,1.300362035
6.6,1339.471462,1301.463859,1.339471462,1.301463859
6.61,1340.409446,1302.165094,1.340409446,1.302165094
6.62,1341.092659,1303.047373,1.341092659,1.303047373
6.63,1342.681088,1303.774822,1.342681088,1.303774822
6.64,1343.76489,1304.625971,1.34376489,1.304625971
6.65,1344.756122,1305.181389,1.344756122,1.305181389
6.66,1345.69984,1305.808077,1.34569984,1.305808077
6.67,1346.71319,1306.588774,1.34671319,1.306588774
6.68,1347.620864,1307.411251,1.347620864,1.307411251
6.69,1349.434573,1308.171469,1.349434573,1.308171469
6.7,1350.039142,1308.844851,1.350039142,1.308844851
6.71,1351.138509,1309.801677,1.351138509,1.309801677
6.72,1352.133018,1310.195712,1.352133018,1.310195712
6.73,1353.254502,1310.708531,1.353254502,1.310708531
6.74,1354.233446,1311.558861,1.354233446,1.311558861
6.75,1355.215667,1312.518144,1.355215667,1.312518144
6.76,1356.301107,1313.388954,1.356301107,1.313388954
6.77,1357.595443,1314.282701,1.357595443,1.314282701
6.78,1358.485094,1314.912666,1.358485094,1.314912666
6.79,1359.765504,1315.350938,1.359765504,1.315350938
6.8,1360.805888,1315.741696,1.360805888,1.315741696
6.81,1361.709466,1316.467507,1.361709466,1.316467507
6.82,1362.953011,1317.112218,1.362953011,1.317112218
6.83,1363.775488,1318.04201,1.363775488,1.31804201
6.84,1364.774912,1318.583501,1.364774912,1.318583501
6.85,1365.818573,1319.328973,1.365818573,1.319328973
6.86,1366.972826,1320.043315,1.366972826,1.320043315
6.87,1367.878042,1320.747008,1.367878042,1.320747008
6.88,1368.897126,1321.2672,1.368897126,1.3212672
6.89,1369.943245,1322.000384,1.369943245,1.322000384
6.9,1370.91072,1322.749133,1.37091072,1.322749133
6.91,1372.19031,1323.215258,1.37219031,1.323215258
6.92,1373.082419,1323.75593,1.373082419,1.32375593
6.93,1373.920461,1324.48256,1.373920461,1.32448256
6.94,1374.88384,1325.185434,1.37488384,1.325185434
6.95,1376.147046,1325.827686,1.376147046,1.325827686
6.96,1376.823706,1326.311834,1.376823706,1.326311834
6.97,1377.898496,1326.843494,1.377898496,1.326843494
6.98,1378.88809,1327.699558,1.37888809,1.327699558
6.99,1379.998925,1328.624435,1.379998925,1.328624435
7,1380.921344,1329.360896,1.380921344,1.329360896
7.01,1382.006784,1330.115379,1.382006784,1.330115379
7.02,1382.944768,1330.737971,1.382944768,1.330737971
7.03,1383.933542,1331.380224,1.383933542,1.331380224
7.04,1384.964915,1331.846349,1.384964915,1.331846349
7.05,1385.888154,1332.212531,1.385888154,1.332212531
7.06,1386.692608,1332.919501,1.386692608,1.332919501
7.07,1387.606016,1333.338112,1.387606016,1.333338112
7.08,1388.630016,1334.264627,1.388630016,1.334264627
7.09,1389.66057,1334.852813,1.38966057,1.334852813
7.1,1390.633779,1335.396762,1.390633779,1.335396762
7.11,1391.723315,1335.898931,1.391723315,1.335898931
7.12,1392.422912,1336.308531,1.392422912,1.336308531
7.13,1393.424794,1337.143296,1.393424794,1.337143296
7.14,1394.665062,1337.889587,1.394665062,1.337889587
7.15,1395.387597,1338.834125,1.395387597,1.338834125
7.16,1396.123238,1339.336294,1.396123238,1.339336294
7.17,1396.821197,1340.103066,1.396821197,1.340103066
7.18,1397.91319,1340.849357,1.39791319,1.340849357
7.19,1399.159194,1341.422797,1.399159194,1.341422797
7.2,1400.39127,1341.571072,1.40039127,1.341571072
7.21,1401.138381,1342.362419,1.401138381,1.342362419
7.22,1402.048512,1343.181619,1.402048512,1.343181619
7.23,1402.932429,1343.534694,1.402932429,1.343534694
7.24,1403.815526,1343.881216,1.403815526,1.343881216
7.25,1404.377498,1344.549683,1.404377498,1.344549683
7.26,1405.642342,1345.277952,1.405642342,1.345277952
7.27,1406.608998,1345.631846,1.406608998,1.345631846
7.28,1407.801754,1346.582938,1.407801754,1.346582938
7.29,1408.466125,1347.306291,1.408466125,1.347306291
7.3,1409.499136,1347.772416,1.409499136,1.347772416
7.31,1410.422374,1348.25001,1.410422374,1.34825001
7.32,1411.23584,1348.866048,1.41123584,1.348866048
7.33,1412.115661,1349.516493,1.412115661,1.349516493
7.34,1412.933222,1350.305382,1.412933222,1.350305382
7.35,1413.748326,1350.773146,1.413748326,1.350773146
7.36,1414.751027,1351.579238,1.414751027,1.351579238
7.37,1416.05847,1352.052736,1.41605847,1.352052736
7.38,1416.870298,1352.520499,1.416870298,1.352520499
7.39,1417.852518,1352.989901,1.417852518,1.352989901
7.4,1418.38336,1353.563341,1.41838336,1.353563341
7.41,1419.362304,1354.20969,1.419362304,1.35420969
7.42,1420.322406,1354.702029,1.420322406,1.354702029
7.43,1421.152256,1355.050189,1.421152256,1.355050189
7.44,1421.993574,1355.481088,1.421993574,1.355481088
7.45,1422.860288,1356.138086,1.422860288,1.356138086
7.46,1423.824486,1356.618138,1.423824486,1.356618138
7.47,1424.693658,1357.417677,1.424693658,1.357417677
7.48,1425.598054,1357.821542,1.425598054,1.357821542
7.49,1426.520474,1358.55145,1.426520474,1.35855145
7.5,1427.348685,1358.938931,1.427348685,1.358938931
7.51,1427.924582,1359.515648,1.427924582,1.359515648
7.52,1428.925645,1360.09728,1.428925645,1.36009728
7.53,1429.659648,1360.666624,1.429659648,1.360666624
7.54,1430.581248,1361.173709,1.430581248,1.361173709
7.55,1431.610163,1361.837261,1.431610163,1.361837261
7.56,1432.367104,1362.23703,1.432367104,1.36223703
7.57,1433.225626,1362.541773,1.433225626,1.362541773
7.58,1433.91785,1362.868634,1.43391785,1.362868634
7.59,1434.624,1363.348685,1.434624,1.363348685
7.6,1435.661926,1363.868058,1.435661926,1.363868058
7.61,1436.515533,1364.504576,1.436515533,1.364504576
7.62,1437.473997,1365.137818,1.437473997,1.365137818
7.63,1438.155571,1365.775974,1.438155571,1.365775974
7.64,1439.074714,1366.410854,1.439074714,1.366410854
7.65,1439.888998,1366.872064,1.439888998,1.366872064
7.66,1440.619725,1367.368499,1.440619725,1.367368499
7.67,1441.33079,1367.986176,1.44133079,1.367986176
7.68,1442.102477,1368.21801,1.442102477,1.36821801
7.69,1443.23625,1368.742298,1.44323625,1.368742298
7.7,1444.469965,1369.523814,1.444469965,1.369523814
7.71,1445.238374,1370.046464,1.445238374,1.370046464
7.72,1445.825741,1370.543718,1.445825741,1.370543718
7.73,1446.677709,1370.937754,1.446677709,1.370937754
7.74,1447.505101,1371.408794,1.447505101,1.371408794
7.75,1448.29399,1372.051046,1.44829399,1.372051046
7.76,1449.440051,1372.730163,1.449440051,1.372730163
7.77,1450.681139,1373.064397,1.450681139,1.373064397
7.78,1451.188224,1373.600973,1.451188224,1.373600973
7.79,1452.055757,1374.176051,1.452055757,1.374176051
7.8,1453.093683,1374.733926,1.453093683,1.374733926
7.81,1454.307738,1375.151718,1.454307738,1.375151718
7.82,1454.852506,1375.725158,1.454852506,1.375725158
7.83,1455.744614,1376.337101,1.455744614,1.376337101
7.84,1456.56791,1376.817971,1.45656791,1.376817971
7.85,1457.357619,1377.366835,1.457357619,1.377366835
7.86,1458.236621,1377.708442,1.458236621,1.377708442
7.87,1459.012403,1378.10903,1.459012403,1.37810903
7.88,1459.902874,1378.526822,1.459902874,1.378526822
7.89,1460.794982,1378.900378,1.460794982,1.378900378
7.9,1461.735424,1379.304243,1.461735424,1.379304243
7.91,1462.629171,1379.68681,1.462629171,1.37968681
7.92,1463.314842,1380.220928,1.463314842,1.380220928
7.93,1463.925146,1380.554342,1.463925146,1.380554342
7.94,1464.763187,1381.230182,1.464763187,1.381230182
7.95,1465.5488,1381.853594,1.4655488,1.381853594
7.96,1466.294272,1382.552371,1.466294272,1.382552371
7.97,1467.360051,1383.060275,1.467360051,1.383060275
7.98,1468.093235,1383.850803,1.468093235,1.383850803
7.99,1468.727296,1384.159642,1.468727296,1.384159642
8,1469.51209,1384.58071,1.46951209,1.38458071
8.01,1470.563942,1384.777318,1.470563942,1.384777318
8.02,1471.161139,1385.136947,1.471161139,1.385136947
8.03,1471.873024,1385.476096,1.471873024,1.385476096
8.04,1472.626688,1385.958605,1.472626688,1.385958605
8.05,1473.355776,1386.466509,1.473355776,1.386466509
8.06,1473.905459,1386.861363,1.473905459,1.386861363
8.07,1474.584576,1387.35616,1.474584576,1.38735616
8.08,1475.230925,1387.593728,1.475230925,1.387593728
8.09,1476.109107,1388.37033,1.476109107,1.38837033
8.1,1477.123277,1388.787302,1.477123277,1.388787302
8.11,1478.029312,1389.350912,1.478029312,1.389350912
8.12,1478.573261,1390.016922,1.478573261,1.390016922
8.13,1479.553843,1390.3872,1.479553843,1.3903872
8.14,1480.190362,1391.069594,1.480190362,1.391069594
8.15,1480.925184,1391.480832,1.480925184,1.391480832
8.16,1481.791898,1391.711027,1.481791898,1.391711027
8.17,1482.252288,1391.860941,1.482252288,1.391860941
8.18,1483.08951,1392.07721,1.48308951,1.39207721
8.19,1484.03241,1392.328704,1.48403241,1.392328704
8.2,1485.070336,1392.839885,1.485070336,1.392839885
8.21,1485.961626,1393.294541,1.485961626,1.393294541
8.22,1486.432666,1393.911398,1.486432666,1.393911398
8.23,1487.179776,1394.470912,1.487179776,1.394470912
8.24,1488.136602,1395.02633,1.488136602,1.39502633
8.25,1488.991846,1395.89632,1.488991846,1.39589632
8.26,1489.516954,1396.456653,1.489516954,1.396456653
8.27,1490.392678,1397.049754,1.490392678,1.397049754
8.28,1491.139789,1397.689549,1.491139789,1.397689549
8.29,1492.092518,1397.805875,1.492092518,1.397805875
8.3,1493.208269,1397.917286,1.493208269,1.397917286
8.31,1493.696512,1398.080307,1.493696512,1.398080307
8.32,1494.383002,1398.133555,1.494383002,1.398133555
8.33,1494.772122,1398.26135,1.494772122,1.39826135
8.34,1495.362765,1398.546432,1.495362765,1.398546432
8.35,1496.256512,1398.92736,1.496256512,1.39892736
8.36,1496.930714,1399.25504,1.496930714,1.39925504
8.37,1497.726976,1400.265114,1.497726976,1.400265114
8.38,1498.385613,1400.68864,1.498385613,1.40068864
8.39,1499.41207,1401.441485,1.49941207,1.401441485
8.4,1499.941274,1402.056704,1.499941274,1.402056704
8.41,1500.431974,1402.659635,1.500431974,1.402659635
8.42,1501.121741,1403.348582,1.501121741,1.403348582
8.43,1501.530522,1403.556659,1.501530522,1.403556659
8.44,1502.293197,1403.741798,1.502293197,1.403741798
8.45,1502.768333,1403.956429,1.502768333,1.403956429
8.46,1503.445811,1404.010496,1.503445811,1.404010496
8.47,1503.898829,1404.11863,1.503898829,1.40411863
8.48,1504.3584,1404.226765,1.5043584,1.404226765
8.49,1505.112064,1404.402893,1.505112064,1.404402893
8.5,1505.75104,1404.762522,1.50575104,1.404762522
8.51,1506.448998,1405.238477,1.506448998,1.405238477
8.52,1507.028992,1405.822566,1.507028992,1.405822566
8.53,1507.84,1406.840832,1.50784,1.406840832
8.54,1508.327424,1407.49783,1.508327424,1.40749783
8.55,1508.732928,1408.169574,1.508732928,1.408169574
8.56,1508.967219,1408.745472,1.508967219,1.408745472
8.57,1509.82656,1409.112474,1.50982656,1.409112474
8.58,1510.332006,1409.264026,1.510332006,1.409264026
8.59,1510.77847,1409.513062,1.51077847,1.409513062
8.6,1511.255245,1409.649869,1.511255245,1.409649869
8.61,1511.794278,1409.834189,1.511794278,1.409834189
8.62,1512.415232,1409.831731,1.512415232,1.409831731
8.63,1513.033728,1409.848115,1.513033728,1.409848115
8.64,1513.749709,1409.90464,1.513749709,1.40990464
8.65,1514.28055,1410.235597,1.51428055,1.410235597
8.66,1515.127603,1410.738586,1.515127603,1.410738586
8.67,1515.34551,1411.433267,1.51534551,1.411433267
8.68,1515.728077,1412.182835,1.515728077,1.412182835
8.69,1516.141773,1412.803789,1.516141773,1.412803789
8.7,1516.73897,1413.634458,1.51673897,1.413634458
8.71,1517.42464,1414.009651,1.51742464,1.414009651
8.72,1518.003814,1414.252134,1.518003814,1.414252134
8.73,1518.505165,1414.51264,1.518505165,1.41451264
8.74,1518.86807,1414.723994,1.51886807,1.414723994
8.75,1519.085978,1415.038566,1.519085978,1.415038566
8.76,1519.547187,1415.15817,1.519547187,1.41515817
8.77,1520.128819,1415.272858,1.520128819,1.415272858
8.78,1520.748134,1415.273677,1.520748134,1.415273677
8.79,1521.138893,1415.379354,1.521138893,1.415379354
8.8,1521.423974,1415.553843,1.521423974,1.415553843
8.81,1521.784422,1415.766835,1.521784422,1.415766835
8.82,1522.000691,1416.060109,1.522000691,1.416060109
8.83,1522.405376,1416.838349,1.522405376,1.416838349
8.84,1522.727322,1417.419162,1.522727322,1.417419162
8.85,1522.994381,1417.750938,1.522994381,1.417750938
8.86,1523.303219,1417.940992,1.523303219,1.417940992
8.87,1523.829965,1418.140877,1.523829965,1.418140877
8.88,1524.057702,1418.523443,1.524057702,1.418523443
8.89,1524.513997,1418.828186,1.524513997,1.418828186
8.9,1524.897382,1419.070669,1.524897382,1.419070669
8.91,1525.226701,1419.256627,1.525226701,1.419256627
8.92,1525.468365,1419.469619,1.525468365,1.419469619
8.93,1525.923021,1419.618714,1.525923021,1.419618714
8.94,1526.150758,1419.853005,1.526150758,1.419853005
8.95,1526.391603,1420.086477,1.526391603,1.420086477
8.96,1526.706995,1420.616499,1.526706995,1.420616499
8.97,1527.059251,1421.311181,1.527059251,1.421311181
8.98,1527.166566,1421.695386,1.527166566,1.421695386
8.99,1527.432806,1422.177075,1.527432806,1.422177075
9,1527.645798,1422.354022,1.527645798,1.422354022
9.01,1527.965286,1422.408909,1.527965286,1.422408909
9.02,1528.311808,1422.40727,1.528311808,1.42240727
9.03,1528.581325,1422.503936,1.528581325,1.422503936
9.04,1528.954061,1422.711194,1.528954061,1.422711194
9.05,1529.274368,1423.178957,1.529274368,1.423178957
9.06,1529.380864,1423.59593,1.529380864,1.42359593
9.07,1529.62089,1423.830221,1.52962089,1.423830221
9.08,1529.808486,1423.934259,1.529808486,1.423934259
9.09,1530.074726,1424.013722,1.530074726,1.424013722
9.1,1530.50153,1424.225075,1.53050153,1.424225075
9.11,1530.794803,1424.719872,1.530794803,1.424719872
9.12,1531.034829,1425.312973,1.531034829,1.425312973
9.13,1531.301069,1425.805312,1.531301069,1.425805312
9.14,1531.702477,1426.039603,1.531702477,1.426039603
9.15,1531.836006,1426.06336,1.531836006,1.42606336
9.16,1532.157133,1426.067456,1.532157133,1.426067456
9.17,1532.316877,1426.174771,1.532316877,1.426174771
9.18,1532.636365,1426.17559,1.532636365,1.42617559
9.19,1533.115597,1426.418074,1.533115597,1.426418074
9.2,1533.275341,1426.674483,1.533275341,1.426674483
9.21,1533.569434,1426.730189,1.533569434,1.426730189
9.22,1533.810278,1426.72855,1.533810278,1.42672855
9.23,1534.076518,1426.785075,1.534076518,1.426785075
9.24,1534.236262,1426.867814,1.534236262,1.426867814
9.25,1534.449254,1427.060326,1.534449254,1.427060326
9.26,1534.875238,1427.32247,1.534875238,1.42732247
9.27,1535.062835,1427.721421,1.535062835,1.427721421
9.28,1535.341363,1428.026982,1.535341363,1.428026982
9.29,1535.649382,1428.481638,1.535649382,1.428481638
9.3,1535.96969,1428.781466,1.53596969,1.428781466
9.31,1536.076186,1429.136998,1.536076186,1.429136998
9.32,1536.451379,1429.436006,1.536451379,1.429436006
9.33,1536.852787,1429.648998,1.536852787,1.429648998
9.34,1537.012531,1430.02583,1.537012531,1.43002583
9.35,1537.225523,1430.249472,1.537225523,1.430249472
9.36,1537.598259,1430.534554,1.537598259,1.430534554
9.37,1537.704755,1430.748365,1.537704755,1.430748365
9.38,1538.024243,1431.000678,1.538024243,1.431000678
9.39,1538.183987,1431.113728,1.538183987,1.431113728
9.4,1538.477261,1431.205478,1.538477261,1.431205478
9.41,1538.743501,1431.266918,1.538743501,1.431266918
9.42,1538.87703,1431.320166,1.53887703,1.431320166
9.43,1539.22519,1431.568384,1.53922519,1.431568384
9.44,1539.411968,1431.924736,1.539411968,1.431924736
9.45,1539.731456,1432.407245,1.539731456,1.432407245
9.46,1539.997696,1432.85207,1.539997696,1.43285207
9.47,1540.104192,1432.991334,1.540104192,1.432991334
9.48,1540.583424,1433.13879,1.540583424,1.43313879
9.49,1540.876698,1433.328845,1.540876698,1.433328845
9.5,1540.956979,1433.3952,1.540956979,1.4333952
9.51,1541.387059,1433.606554,1.541387059,1.433606554
9.52,1541.756518,1433.803981,1.541756518,1.433803981
9.53,1541.890867,1434.097254,1.541890867,1.434097254
9.54,1542.210355,1434.32663,1.542210355,1.43432663
9.55,1542.424166,1434.350387,1.542424166,1.434350387
9.56,1542.797722,1434.350387,1.542797722,1.434350387
9.57,1543.010714,1434.353664,1.543010714,1.434353664
9.58,1543.223706,1434.353664,1.543223706,1.434353664
9.59,1543.596442,1434.484736,1.543596442,1.434484736
9.6,1543.889715,1434.533888,1.543889715,1.434533888
9.61,1544.102707,1434.734592,1.544102707,1.434734592
9.62,1544.236237,1434.905805,1.544236237,1.434905805
9.63,1544.690893,1434.945126,1.544690893,1.434945126
9.64,1544.825242,1434.971341,1.544825242,1.434971341
9.65,1545.091482,1435.118797,1.545091482,1.435118797
9.66,1545.197978,1435.122074,1.545197978,1.435122074
9.67,1545.464218,1435.121254,1.545464218,1.435121254
9.68,1545.783706,1435.122893,1.545783706,1.435122893
9.69,1546.156442,1435.122893,1.546156442,1.435122893
9.7,1546.47593,1435.204813,1.54647593,1.435204813
9.71,1546.662707,1435.201536,1.546662707,1.435201536
9.72,1546.902733,1435.201536,1.546902733,1.435201536
9.73,1547.222221,1435.21792,1.547222221,1.43521792
9.74,1547.381965,1435.21792,1.547381965,1.43521792
9.75,1547.650662,1435.21792,1.547650662,1.43521792
9.76,1547.757158,1435.21792,1.547757158,1.43521792
9.77,1548.076646,1435.252326,1.548076646,1.435252326
9.78,1548.582912,1435.24905,1.548582912,1.43524905
9.79,1548.876186,1435.24905,1.548876186,1.43524905
9.8,1548.956467,1435.24905,1.548956467,1.43524905
9.81,1549.169459,1435.252326,1.549169459,1.435252326
9.82,1549.463552,1435.252326,1.549463552,1.435252326
9.83,1549.634765,1435.253965,1.549634765,1.435253965
9.84,1550.103347,1435.308032,1.550103347,1.435308032
9.85,1550.503117,1435.334246,1.550503117,1.435334246
9.86,1550.770176,1435.334246,1.550770176,1.435334246
9.87,1550.876672,1435.416166,1.550876672,1.435416166
9.88,1551.036416,1435.418624,1.551036416,1.435418624
9.89,1551.142912,1435.418624,1.551142912,1.435418624
9.9,1551.382938,1435.418624,1.551382938,1.435418624
9.91,1551.783526,1435.445658,1.551783526,1.435445658
9.92,1552.104653,1435.445658,1.552104653,1.435445658
9.93,1552.504422,1435.442381,1.552504422,1.435442381
9.94,1552.719053,1435.442381,1.552719053,1.435442381
9.95,1552.932045,1435.442381,1.552932045,1.435442381
9.96,1553.145037,1435.442381,1.553145037,1.435442381
9.97,1553.251533,1435.448115,1.553251533,1.435448115
9.98,1553.544806,1435.446477,1.553544806,1.435446477
9.99,1553.678336,1435.444838,1.553678336,1.435444838
10,1554.291098,1435.444838,1.554291098,1.435444838
10.01,1554.557338,1435.449754,1.554557338,1.435449754
