transitions,memory(MB),memory(MB),memory(GB),memory(GB)
32.05,744.1301504,740.2635264,0.74413015,0.740263526
32.06,744.394752,740.2610688,0.744394752,0.740261069
32.07,744.6642688,740.253696,0.744664269,0.740253696
32.08,744.8444928,740.2463232,0.744844493,0.740246323
32.09,745.1516928,740.2397696,0.745151693,0.74023977
32.1,745.4859264,740.2315776,0.745485926,0.740231578
32.11,745.7792,740.4470272,0.7457792,0.740447027
32.12,746.1019648,740.8852992,0.746101965,0.740885299
32.13,746.2912,741.3669888,0.7462912,0.741366989
32.14,746.5713664,741.9256832,0.746571366,0.741925683
32.15,746.8392448,742.1304832,0.746839245,0.742130483
32.16,746.9187072,742.1140992,0.746918707,0.742114099
32.17,747.0759936,742.1149184,0.747075994,0.742114918
32.18,747.1685632,742.1100032,0.747168563,0.742110003
32.19,747.1620096,742.1067264,0.74716201,0.742106726
32.2,747.1562752,742.11328,0.747156275,0.74211328
32.21,747.163648,742.1083648,0.747163648,0.742108365
32.22,747.188224,742.1059072,0.747188224,0.742105907
32.23,747.1808512,742.23616,0.747180851,0.74223616
32.24,747.1865856,742.6605056,0.747186586,0.742660506
32.25,747.1816704,743.1069696,0.74718167,0.74310697
32.26,747.2709632,743.5231232,0.747270963,0.743523123
32.27,747.3872896,743.3084928,0.74738729,0.743308493
32.28,747.5175424,743.0275072,0.747517542,0.743027507
32.29,747.5806208,743.026688,0.747580621,0.743026688
32.3,747.7092352,743.0250496,0.747709235,0.74302505
32.31,747.835392,743.0217728,0.747835392,0.743021773
32.32,747.9123968,743.0176768,0.747912397,0.743017677
32.33,748.0311808,743.0709248,0.748031181,0.743070925
32.34,748.0926208,743.1831552,0.748092621,0.743183155
32.35,748.2474496,743.4911744,0.74824745,0.743491174
32.36,748.3916288,743.9704064,0.748391629,0.743970406
32.37,748.453888,744.5200896,0.748453888,0.74452009
32.38,748.6201856,744.6536192,0.748620186,0.744653619
32.39,748.8954368,744.4250624,0.748895437,0.744425062
32.4,749.1207168,744.4217856,0.749120717,0.744421786
32.41,749.391872,744.4144128,0.749391872,0.744414413
32.42,749.6163328,744.411136,0.749616333,0.744411136
32.43,749.9104256,744.4062208,0.749910426,0.744406221
32.44,750.2839808,744.4013056,0.750283981,0.744401306
32.45,750.6337792,744.5037056,0.750633779,0.744503706
32.46,750.8598784,744.9010176,0.750859878,0.744901018
32.47,751.1392256,745.2614656,0.751139226,0.745261466
32.48,751.3686016,745.8627584,0.751368602,0.745862758
32.49,751.4578944,746.2002688,0.751457894,0.746200269
32.5,751.6151808,746.205184,0.751615181,0.746205184
32.51,751.730688,746.1994496,0.751730688,0.74619945
32.52,751.7560832,746.196992,0.751756083,0.746196992
32.53,751.751168,746.1912576,0.751751168,0.746191258
32.54,751.7437952,746.1888,0.751743795,0.7461888
32.55,751.7609984,746.1879808,0.751760998,0.746187981
32.56,751.7708288,746.1871616,0.751770829,0.746187162
32.57,751.8470144,746.1888,0.751847014,0.7461888
32.58,751.8953472,746.737664,0.751895347,0.746737664
32.59,752.0239616,747.1521792,0.752023962,0.747152179
32.6,752.1681408,747.7559296,0.752168141,0.74775593
32.61,752.2312192,747.7551104,0.752231219,0.74775511
32.62,752.3606528,747.7387264,0.752360653,0.747738726
32.63,752.4851712,747.7362688,0.752485171,0.747736269
32.64,752.5597184,747.7354496,0.752559718,0.74773545
32.65,752.7612416,747.7297152,0.752761242,0.747729715
32.66,752.8521728,747.7215232,0.752852173,0.747721523
32.67,752.992256,747.716608,0.752992256,0.747716608
32.68,753.0848256,747.7297152,0.753084826,0.747729715
32.69,753.2658688,748.2359808,0.753265869,0.748235981
32.7,753.4788608,748.5825024,0.753478861,0.748582502
32.71,753.6214016,749.1928064,0.753621402,0.749192806
32.72,753.885184,749.5565312,0.753885184,0.749556531
32.73,754.1301248,749.0617344,0.754130125,0.749061734
32.74,754.302976,749.0625536,0.754302976,0.749062554
32.75,754.5167872,749.0674688,0.754516787,0.749067469
32.76,754.782208,749.0650112,0.754782208,0.749065011
32.77,754.966528,749.0625536,0.754966528,0.749062554
32.78,755.0713856,749.1149824,0.755071386,0.749114982
32.79,755.2843776,749.3246976,0.755284378,0.749324698
32.8,755.511296,749.6302592,0.755511296,0.749630259
32.81,755.7005312,749.9759616,0.755700531,0.749975962
32.82,755.8193152,750.5764352,0.755819315,0.750576435
32.83,755.8971392,750.8672512,0.755897139,0.750867251
32.84,756.0552448,750.22336,0.756055245,0.75022336
32.85,756.1846784,750.22336,0.756184678,0.75022336
32.86,756.2625024,750.22336,0.756262502,0.75022336
32.87,756.3313152,750.2249984,0.756331315,0.750224998
32.88,756.3378688,750.2249984,0.756337869,0.750224998
32.89,756.3698176,750.2241792,0.756369818,0.750224179
32.9,756.3657216,750.2372864,0.756365722,0.750237286
32.91,756.3583488,750.3446016,0.756358349,0.750344602
32.92,756.3812864,750.7582976,0.756381286,0.750758298
32.93,756.4967936,751.1547904,0.756496794,0.75115479
32.94,756.629504,751.4906624,0.756629504,0.751490662
32.95,756.690944,751.4906624,0.756690944,0.751490662
32.96,756.8187392,751.4906624,0.756818739,0.751490662
32.97,756.9342464,751.4906624,0.756934246,0.751490662
32.98,757.0644992,751.4906624,0.757064499,0.751490662
32.99,757.3086208,751.4906624,0.757308621,0.751490662
33,757.4265856,751.4906624,0.757426586,0.751490662
33.01,757.5158784,751.2834048,0.757515878,0.751283405
33.02,757.6731648,751.2825856,0.757673165,0.751282586
33.03,757.7911296,751.2817664,0.75779113,0.751281766
33.04,757.9254784,751.2784896,0.757925478,0.75127849
33.05,758.235136,751.2768512,0.758235136,0.751276851
33.06,758.5415168,751.2743936,0.758541517,0.751274394
33.07,758.8610048,751.2735744,0.758861005,0.751273574
33.08,759.1673856,751.2727552,0.759167386,0.751272755
33.09,759.4991616,750.8156416,0.759499162,0.750815642
33.1,759.9120384,750.8123648,0.759912038,0.750812365
33.11,760.451072,750.8074496,0.760451072,0.75080745
33.12,760.9491456,750.8058112,0.760949146,0.750805811
33.13,761.4619648,750.9909504,0.761461965,0.75099095
33.14,761.8527232,751.1547904,0.761852723,0.75115479
33.15,762.2598656,751.4488832,0.762259866,0.751448883
33.16,762.5695232,751.7159424,0.762569523,0.751715942
33.17,762.8906496,752.033792,0.76289065,0.752033792
33.18,763.129856,752.3663872,0.763129856,0.752366387
33.19,763.33056,752.6227968,0.76333056,0.752622797
33.2,763.4345984,752.6227968,0.763434598,0.752622797
33.21,763.4427904,752.6227968,0.76344279,0.752622797
33.22,763.4509824,752.6227968,0.763450982,0.752622797
33.23,763.4722816,752.6227968,0.763472282,0.752622797
33.24,763.4944,752.6211584,0.7634944,0.752621158
33.25,763.5009536,752.4081664,0.763500954,0.752408166
33.26,763.4935808,752.406528,0.763493581,0.752406528
33.27,763.4853888,752.0346112,0.763485389,0.752034611
33.28,763.478016,751.7134848,0.763478016,0.751713485
33.29,763.4731008,751.7134848,0.763473101,0.751713485
33.3,763.4673664,751.7790208,0.763467366,0.751779021
33.31,763.4591744,751.84128,0.763459174,0.75184128
33.32,763.4542592,752.041984,0.763454259,0.752041984
33.33,763.4485248,752.2271232,0.763448525,0.752227123
33.34,763.4419712,752.4220928,0.763441971,0.752422093
33.35,763.437056,752.7424,0.763437056,0.7527424
33.36,763.4296832,752.9734144,0.763429683,0.752973414
33.37,763.420672,753.381376,0.763420672,0.753381376
33.38,763.41248,753.9122176,0.76341248,0.753912218
33.39,763.4051072,754.003968,0.763405107,0.754003968
33.4,763.420672,754.003968,0.763420672,0.754003968
33.41,763.469824,754.0031488,0.763469824,0.754003149
33.42,763.5591168,754.0088832,0.763559117,0.754008883
33.43,763.6729856,753.3584384,0.763672986,0.753358438
33.44,763.7491712,753.3674496,0.763749171,0.75336745
33.45,763.8745088,753.3625344,0.763874509,0.753362534
33.46,763.9908352,753.3576192,0.763990835,0.753357619
33.47,764.1448448,753.3510656,0.764144845,0.753351066
33.48,764.3430912,753.4813184,0.764343091,0.753481318
33.49,764.567552,753.815552,0.764567552,0.753815552
33.5,764.6748672,754.2472704,0.764674867,0.75424727
33.51,764.80512,754.8592128,0.76480512,0.754859213
33.52,764.9329152,755.4449408,0.764932915,0.755444941
33.53,765.0394112,755.8955008,0.765039411,0.755895501
33.54,765.1745792,755.6841472,0.765174579,0.755684147
33.55,765.3777408,755.6743168,0.765377741,0.755674317
33.56,765.5079936,755.6734976,0.765507994,0.755673498
33.57,765.6112128,755.6702208,0.765611213,0.755670221
33.58,765.7521152,755.6702208,0.765752115,0.755670221
33.59,765.8815488,755.67104,0.765881549,0.75567104
33.6,765.9585536,755.6685824,0.765958554,0.755668582
33.61,766.140416,755.6677632,0.766140416,0.755667763
33.62,766.3403008,755.8275072,0.766340301,0.755827507
33.63,766.4320512,756.2518528,0.766432051,0.756251853
33.64,766.5729536,756.6319616,0.766572954,0.756631962
33.65,766.717952,756.8064512,0.766717952,0.756806451
33.66,766.7949568,756.805632,0.766794957,0.756805632
33.67,766.910464,756.805632,0.766910464,0.756805632
33.68,767.0562816,756.805632,0.767056282,0.756805632
33.69,767.1734272,756.8048128,0.767173427,0.756804813
33.7,767.3061376,756.8048128,0.767306138,0.756804813
33.71,767.4085376,756.3649024,0.767408538,0.756364902
33.72,767.5379712,756.3747328,0.767537971,0.756374733
33.73,767.6665856,756.371456,0.767666586,0.756371456
33.74,767.7313024,756.3640832,0.767731302,0.756364083
33.75,767.7403136,756.3608064,0.767740314,0.756360806
33.76,767.7517824,756.4918784,0.767751782,0.756491878
33.77,767.7861888,756.645888,0.767786189,0.756645888
33.78,767.8230528,757.0415616,0.767823053,0.757041562
33.79,767.9524864,757.4216704,0.767952486,0.75742167
33.8,768.0647168,757.9418624,0.768064717,0.757941862
33.81,768.1294336,758.2859264,0.768129434,0.758285926
33.82,768.3022848,758.2859264,0.768302285,0.758285926
33.83,768.458752,758.2859264,0.768458752,0.758285926
33.84,768.6709248,757.8411008,0.768670925,0.757841101
33.85,768.9101312,757.8443776,0.768910131,0.757844378
33.86,768.9986048,757.8370048,0.768998605,0.757837005
33.87,769.1296768,757.833728,0.769129677,0.757833728
33.88,769.2754944,757.825536,0.769275494,0.757825536
33.89,769.4204928,758.0082176,0.769420493,0.758008218
33.9,769.675264,758.4473088,0.769675264,0.758447309
33.91,769.7620992,758.8978688,0.769762099,0.758897869
33.92,769.9202048,759.4303488,0.769920205,0.759430349
33.93,770.0783104,760.1184768,0.77007831,0.760118477
33.94,770.1561344,760.5936128,0.770156134,0.760593613
33.95,770.4338432,760.1627136,0.770433843,0.760162714
33.96,770.6509312,760.164352,0.770650931,0.760164352
33.97,770.72384,760.1635328,0.77072384,0.760163533
33.98,770.8532736,760.1610752,0.770853274,0.760161075
33.99,771.0384128,760.1586176,0.771038413,0.760158618
34,771.2251904,760.1545216,0.77122519,0.760154522
34.01,771.4988032,760.2028544,0.771498803,0.760202854
34.02,771.5741696,760.414208,0.77157417,0.760414208
34.03,771.74784,760.8672256,0.77174784,0.760867226
34.04,771.8936576,761.3177856,0.771893658,0.761317786
34.05,771.9862272,761.9084288,0.771986227,0.761908429
34.06,772.1009152,761.6970752,0.772100915,0.761697075
34.07,772.17792,761.6806912,0.77217792,0.761680691
34.08,772.1828352,761.6806912,0.772182835,0.761680691
34.09,772.2205184,761.6774144,0.772220518,0.761677414
34.1,772.2450944,761.6749568,0.772245094,0.761674957
34.11,772.3188224,761.6684032,0.772318822,0.761668403
34.12,772.4367872,761.7200128,0.772436787,0.761720013
34.13,772.5121536,761.7798144,0.772512154,0.761779814
34.14,772.6415872,761.9100672,0.772641587,0.761910067
34.15,772.7693824,762.2557696,0.772769382,0.76225577
34.16,772.870144,762.802176,0.772870144,0.762802176
34.17,773.0798592,763.0856192,0.773079859,0.763085619
34.18,773.2936704,762.3827456,0.77329367,0.762382746
34.19,773.435392,762.3868416,0.773435392,0.762386842
34.2,773.5148544,762.384384,0.773514854,0.762384384
34.21,773.7032704,762.380288,0.77370327,0.762380288
34.22,773.914624,762.3770112,0.773914624,0.762377011
34.23,774.1136896,762.4245248,0.77411369,0.762424525
34.24,774.3102976,762.5908224,0.774310298,0.762590822
34.25,774.5110016,762.9365248,0.774511002,0.762936525
34.26,774.5724416,763.3321984,0.774572442,0.763332198
34.27,774.733824,763.76064,0.774733824,0.76376064
34.28,774.8509696,764.3889664,0.77485097,0.764388966
34.29,774.9992448,764.4864512,0.774999245,0.764486451
34.3,775.131136,764.2578944,0.775131136,0.764257894
34.31,775.192576,764.2578944,0.775192576,0.764257894
34.32,775.3244672,764.2554368,0.775324467,0.764255437
34.33,775.4432512,764.2505216,0.775443251,0.764250522
34.34,775.6275712,764.243968,0.775627571,0.764243968
34.35,775.8127104,764.2423296,0.77581271,0.76424233
34.36,776.02816,764.29312,0.77602816,0.76429312
34.37,776.1338368,764.6887936,0.776133837,0.764688794
34.38,776.2280448,765.3056512,0.776228045,0.765305651
34.39,776.388608,765.7463808,0.776388608,0.765746381
34.4,776.5245952,766.169088,0.776524595,0.766169088
34.41,776.531968,766.1641728,0.776531968,0.766164173
34.42,776.5254144,766.1903872,0.776525414,0.766190387
34.43,776.51968,766.1862912,0.77651968,0.766186291
34.44,776.5958656,766.1862912,0.776595866,0.766186291
34.45,776.6720512,766.1928448,0.776672051,0.766192845
34.46,776.7998464,766.1879296,0.776799846,0.76618793
34.47,776.9276416,766.1838336,0.776927642,0.766183834
34.48,777.0005504,766.2370816,0.77700055,0.766237082
34.49,777.1430912,766.5287168,0.777143091,0.766528717
34.5,777.3151232,766.9948416,0.777315123,0.766994842
34.51,777.4478336,767.2635392,0.777447834,0.767263539
34.52,777.629696,767.2676352,0.777629696,0.767267635
34.53,777.961472,767.2676352,0.777961472,0.767267635
34.54,778.256384,767.2619008,0.778256384,0.767261901
34.55,778.7249664,767.2496128,0.778724966,0.767249613
34.56,779.1673344,767.246336,0.779167334,0.767246336
34.57,779.5965952,767.2487936,0.779596595,0.767248794
34.58,780.0848384,767.2430592,0.780084838,0.767243059
34.59,780.5566976,767.2373248,0.780556698,0.767237325
34.6,780.947456,767.2594432,0.780947456,0.767259443
34.61,781.406208,767.7280256,0.781406208,0.767728026
34.62,781.6904704,768.196608,0.78169047,0.768196608
34.63,781.8903552,768.8921088,0.781890355,0.768892109
34.64,782.1705216,769.441792,0.782170522,0.769441792
34.65,782.3163392,769.3795328,0.782316339,0.769379533
34.66,782.4736256,769.3869056,0.782473626,0.769386906
34.67,782.5522688,769.388544,0.782552269,0.769388544
34.68,782.5620992,769.3852672,0.782562099,0.769385267
34.69,782.6014208,769.3852672,0.782601421,0.769385267
34.7,782.610432,769.3828096,0.782610432,0.76938281
34.71,782.6317312,769.4303232,0.782631731,0.769430323
34.72,782.6382848,769.6293888,0.782638285,0.769629389
34.73,782.6333696,769.9726336,0.78263337,0.769972634
34.74,782.6259968,770.4666112,0.782625997,0.770466611
34.75,782.6178048,770.8901376,0.782617805,0.770890138
34.76,782.6112512,771.1186944,0.782611251,0.771118694
34.77,782.60224,771.104768,0.78260224,0.771104768
34.78,782.594048,771.0998528,0.782594048,0.771099853
34.79,782.5874944,771.1014912,0.782587494,0.771101491
34.8,782.5784832,771.0932992,0.782578483,0.771093299
34.81,782.626816,771.0859264,0.782626816,0.771085926
34.82,782.7587072,771.0793728,0.782758707,0.771079373
34.83,782.8865024,771.2014336,0.782886502,0.771201434
34.84,782.9610496,771.7249024,0.78296105,0.771724902
34.85,783.0740992,772.333568,0.783074099,0.772333568
34.86,783.2018944,772.8119808,0.783201894,0.772811981
34.87,783.265792,773.1806208,0.783265792,0.773180621
34.88,783.437824,772.9627136,0.783437824,0.772962714
34.89,783.5418624,772.9610752,0.783541862,0.772961075
34.9,783.6721152,772.9553408,0.783672115,0.772955341
34.91,783.8179328,772.947968,0.783817933,0.772947968
34.92,783.8818304,772.9389568,0.78388183,0.772938957
34.93,784.0096256,772.9332224,0.784009626,0.772933222
34.94,784.1267712,773.0921472,0.784126771,0.773092147
34.95,784.2463744,773.5353344,0.784246374,0.773535334
34.96,784.3913728,774.107136,0.784391373,0.774107136
34.97,784.5076992,774.5077248,0.784507699,0.774507725
34.98,784.5740544,774.8214784,0.784574054,0.774821478
34.99,784.6920192,774.5437696,0.784692019,0.77454377
35,784.8091648,774.5437696,0.784809165,0.77454377
35.01,784.8321024,774.5445888,0.784832102,0.774544589
35.02,784.8411136,774.5486848,0.784841114,0.774548685
35.03,784.863232,774.5470464,0.784863232,0.774547046
35.04,784.8845312,774.5421312,0.784884531,0.774542131
35.05,784.8763392,774.6445312,0.784876339,0.774644531
35.06,784.8681472,774.7526656,0.784868147,0.774752666
35.07,784.8640512,774.975488,0.784864051,0.774975488
35.08,784.8599552,775.6046336,0.784859955,0.775604634
35.09,784.908288,775.96672,0.784908288,0.77596672
35.1,785.0074112,775.7979648,0.785007411,0.775797965
35.11,785.12128,775.7848576,0.78512128,0.775784858
35.12,785.1941888,775.7955072,0.785194189,0.775795507
35.13,785.309696,775.7955072,0.785309696,0.775795507
35.14,785.481728,775.7922304,0.785481728,0.77579223
35.15,785.6037888,775.7914112,0.785603789,0.775791411
35.16,785.719296,775.8536704,0.785719296,0.77585367
35.17,785.8511872,776.0224256,0.785851187,0.776022426
35.18,786.0740096,776.4205568,0.78607401,0.776420557
35.19,786.3271424,776.88832,0.786327142,0.77688832
35.2,786.5286656,777.5133696,0.786528666,0.77751337
35.21,786.7170816,777.5813632,0.786717082,0.777581363
35.22,787.001344,777.572352,0.787001344,0.777572352
35.23,787.1217664,777.5666176,0.787121766,0.777566618
35.24,787.267584,777.56416,0.787267584,0.77756416
35.25,787.4265088,777.560064,0.787426509,0.777560064
35.26,787.5026944,777.555968,0.787502694,0.777555968
35.27,787.6182016,777.5502336,0.787618202,0.777550234
35.28,787.68128,777.6018432,0.78768128,0.777601843
35.29,787.6927488,777.8525184,0.787692749,0.777852518
35.3,787.730432,778.412032,0.787730432,0.778412032
35.31,787.8475776,778.9355008,0.787847578,0.778935501
35.32,787.9245824,778.7298816,0.787924582,0.778729882
35.33,788.0409088,778.5119744,0.788040909,0.778511974
35.34,788.160512,778.5078784,0.788160512,0.778507878
35.35,788.2252288,778.5160704,0.788225229,0.77851607
35.36,788.3538432,778.5152512,0.788353843,0.778515251
35.37,788.4709888,778.514432,0.788470989,0.778514432
35.38,788.5488128,778.56768,0.788548813,0.77856768
35.39,788.545536,778.7405312,0.788545536,0.778740531
35.4,788.5529088,779.14112,0.788552909,0.77914112
35.41,788.56192,779.4327552,0.78856192,0.779432755
35.42,788.5594624,779.8669312,0.788559462,0.779866931
35.43,788.5570048,780.029952,0.788557005,0.780029952
35.44,788.6143488,780.0332288,0.788614349,0.780033229
35.45,788.72576,780.029952,0.78872576,0.780029952
35.46,788.803584,780.0201216,0.788803584,0.780020122
35.47,788.9215488,780.0209408,0.788921549,0.780020941
35.48,789.0468864,779.8013952,0.789046886,0.779801395
35.49,789.1787776,779.7972992,0.789178778,0.779797299
35.5,789.4212608,779.7940224,0.789421261,0.779794022
35.51,789.5171072,779.7891072,0.789517107,0.779789107
35.52,789.753856,779.7866496,0.789753856,0.77978665
35.53,790.020096,779.833344,0.790020096,0.779833344
35.54,790.17984,780.1511936,0.79017984,0.780151194
35.55,790.4223232,780.5288448,0.790422323,0.780528845
35.56,790.659072,780.6459904,0.790659072,0.78064599
35.57,790.8302848,780.7516672,0.790830285,0.780751667
35.58,791.0342656,780.8049152,0.791034266,0.780804915
35.59,791.166976,780.9097728,0.791166976,0.780909773
35.6,791.2849408,781.0285568,0.791284941,0.781028557
35.61,791.3504768,781.0318336,0.791350477,0.781031834
35.62,791.4266624,781.0318336,0.791426662,0.781031834
35.63,791.4520576,780.5976576,0.791452058,0.780597658
35.64,791.4758144,780.6042112,0.791475814,0.780604211
35.65,791.4881024,780.5984768,0.791488102,0.780598477
35.66,791.547904,780.5960192,0.791547904,0.780596019
35.67,791.6281856,780.591104,0.791628186,0.780591104
35.68,791.7576192,780.6623744,0.791757619,0.780662374
35.69,791.8780416,780.713984,0.791878042,0.780713984
35.7,791.9542272,781.1751936,0.791954227,0.781175194
35.71,792.0820224,781.8698752,0.792082022,0.781869875
35.72,792.2147328,782.3638528,0.792214733,0.782363853
35.73,792.2343936,782.6571264,0.792234394,0.782657126
35.74,792.244224,782.49984,0.792244224,0.78249984
35.75,792.240128,782.4973824,0.792240128,0.782497382
35.76,792.2835456,782.4941056,0.792283546,0.782494106
35.77,792.33024,782.4973824,0.79233024,0.782497382
35.78,792.4473856,782.4941056,0.792447386,0.782494106
35.79,792.576,782.4900096,0.792576,0.78249001
35.8,792.7488512,782.5956864,0.792748851,0.782595686
35.81,792.973312,782.8045824,0.792973312,0.782804582
35.82,793.1682816,783.163392,0.793168282,0.783163392
35.83,793.3681664,783.7564928,0.793368166,0.783756493
35.84,793.5623168,784.2766848,0.793562317,0.784276685
35.85,793.747456,784.1357824,0.793747456,0.784135782
35.86,793.9784704,784.1234944,0.79397847,0.784123494
35.87,794.1087232,784.1316864,0.794108723,0.784131686
35.88,794.3757824,784.121856,0.794375782,0.784121856
35.89,861.4281216,784.113664,0.861428122,0.784113664
35.9,861.696,784.1087488,0.861696,0.784108749
35.91,861.9343872,784.1579008,0.861934387,0.784157901
35.92,862.0269568,784.3414016,0.862026957,0.784341402
35.93,862.2129152,784.7788544,0.862212915,0.784778854
35.94,862.3874048,785.3064192,0.862387405,0.785306419
35.95,862.5700864,785.8577408,0.862570086,0.785857741
35.96,862.928896,786.055168,0.862928896,0.786055168
35.97,863.1410688,786.0723712,0.863141069,0.786072371
35.98,863.5154432,786.0789248,0.863515443,0.786078925
35.99,863.9397888,786.0600832,0.863939789,0.786060083
36,863.9676416,786.0527104,0.863967642,0.78605271
36.01,863.9782912,786.0543488,0.863978291,0.786054349
36.02,864.0323584,786.0494336,0.864032358,0.786049434
36.03,864.0823296,786.0445184,0.86408233,0.786044518
36.04,864.3182592,786.0568064,0.864318259,0.786056806
36.05,864.8122368,786.1608448,0.864812237,0.786160845
36.06,865.2824576,786.5991168,0.865282458,0.786599117
36.07,865.8321408,787.2151552,0.865832141,0.787215155
36.08,866.3416832,787.767296,0.866341683,0.787767296
36.09,866.865152,788.4120064,0.866865152,0.788412006
36.1,867.3353728,788.3227136,0.867335373,0.788322714
36.11,867.6319232,788.3096064,0.867631923,0.788309606
36.12,867.9006208,788.3022336,0.867900621,0.788302234
36.13,867.9399424,788.2989568,0.867939942,0.788298957
36.14,868.0005632,788.291584,0.868000563,0.788291584
36.15,867.995648,788.2858496,0.867995648,0.78828585
36.16,867.9923712,788.3759616,0.867992371,0.788375962
36.17,867.987456,788.5832192,0.867987456,0.788583219
36.18,867.9825408,788.9534976,0.867982541,0.788953498
36.19,867.975168,789.44256,0.867975168,0.78944256
36.2,867.971072,789.97504,0.867971072,0.78997504
36.21,867.9677952,790.24128,0.867967795,0.79024128
36.22,867.9636992,789.8087424,0.867963699,0.789808742
36.23,867.9596032,789.5932928,0.867959603,0.789593293
36.24,867.9571456,789.6031232,0.867957146,0.789603123
36.25,867.9661568,789.598208,0.867966157,0.789598208
36.26,867.9620608,789.5949312,0.867962061,0.789594931
36.27,867.9604224,789.6449024,0.867960422,0.789644902
36.28,867.954688,789.8021888,0.867954688,0.789802189
36.29,867.9497728,790.2560256,0.867949773,0.790256026
36.3,867.9473152,790.6828288,0.867947315,0.790682829
36.31,867.9440384,791.26528,0.867944038,0.79126528
36.32,867.9399424,791.1489536,0.867939942,0.791148954
36.33,867.9366656,791.1391232,0.867936666,0.791139123
36.34,867.9284736,791.134208,0.867928474,0.791134208
36.35,867.9202816,791.1325696,0.867920282,0.79113257
36.36,867.9088128,791.1292928,0.867908813,0.791129293
36.37,867.8989824,791.1251968,0.867898982,0.791125197
36.38,867.889152,791.2046592,0.867889152,0.791204659
36.39,867.6646912,791.3906176,0.867664691,0.791390618
36.4,867.651584,791.5503616,0.867651584,0.791550362
36.41,867.6442112,791.8157824,0.867644211,0.791815782
36.42,867.4197504,792.2417664,0.86741975,0.792241766
36.43,867.4762752,792.3613696,0.867476275,0.79236137
36.44,867.565568,792.4178944,0.867565568,0.792417894
36.45,867.905536,791.9181824,0.867905536,0.791918182
36.46,868.2774528,791.5216896,0.868277453,0.79152169
36.47,868.5576192,791.5200512,0.868557619,0.791520051
36.48,868.9451008,791.5208704,0.868945101,0.79152087
36.49,869.228544,791.5200512,0.869228544,0.791520051
36.5,869.5373824,791.5200512,0.869537382,0.791520051
36.51,869.8732544,791.519232,0.869873254,0.791519232
36.52,870.3270912,791.5732992,0.870327091,0.791573299
36.53,870.6482176,791.7879296,0.870648218,0.79178793
36.54,870.8931584,792.1074176,0.870893158,0.792107418
36.55,871.0651904,792.506368,0.87106519,0.792506368
36.56,871.1872512,792.788992,0.871187251,0.792788992
36.57,871.2249344,792.788992,0.871224934,0.792788992
36.58,871.3027584,792.788992,0.871302758,0.792788992
36.59,871.3396224,792.7881728,0.871339622,0.792788173
36.6,871.3314304,792.1188864,0.87133143,0.792118886
36.61,871.3240576,792.117248,0.871324058,0.792117248
36.62,871.3166848,792.1164288,0.871316685,0.792116429
36.63,871.3060352,792.1123328,0.871306035,0.792112333
36.64,871.2953856,792.1115136,0.871295386,0.792111514
36.65,871.2871936,792.1106944,0.871287194,0.792110694
36.66,871.2904704,792.1647616,0.87129047,0.792164762
36.67,871.2822784,792.2720768,0.871282278,0.792272077
36.68,871.2740864,792.4875264,0.871274086,0.792487526
36.69,871.2650752,792.8602624,0.871265075,0.792860262
36.7,871.2544256,793.1428864,0.871254426,0.793142886
36.71,871.2904704,793.1428864,0.87129047,0.793142886
36.72,871.4067968,793.1428864,0.871406797,0.793142886
36.73,871.6189696,792.28928,0.87161897,0.79228928
36.74,871.825408,792.2737152,0.871825408,0.792273715
36.75,872.1301504,792.2794496,0.87213015,0.79227945
36.76,872.4873216,792.2794496,0.872487322,0.79227945
36.77,872.8051712,792.2794496,0.872805171,0.79227945
36.78,873.2229632,792.276992,0.873222963,0.792276992
36.79,873.771008,792.33024,0.873771008,0.79233024
36.8,874.2207488,792.383488,0.874220749,0.792383488
36.81,874.6172416,792.6505472,0.874617242,0.792650547
36.82,874.9809664,792.9708544,0.874980966,0.792970854
36.83,875.3709056,793.1305984,0.875370906,0.793130598
36.84,875.6690944,793.3599744,0.875669094,0.793359974
36.85,875.913216,793.3599744,0.875913216,0.793359974
36.86,876.1286656,793.3599744,0.876128666,0.793359974
36.87,876.2253312,793.3599744,0.876225331,0.793359974
36.88,876.2499072,792.8774656,0.876249907,0.792877466
36.89,876.244992,792.8676352,0.876244992,0.792867635
36.9,876.2482688,792.8643584,0.876248269,0.792864358
36.91,876.240896,792.8643584,0.876240896,0.792864358
36.92,876.2302464,792.86272,0.876230246,0.79286272
36.93,876.2212352,792.8610816,0.876221235,0.792861082
36.94,876.2130432,792.8578048,0.876213043,0.792857805
36.95,876.2064896,792.9069568,0.87620649,0.792906957
36.96,876.1982976,793.1174912,0.876198298,0.793117491
36.97,876.1925632,793.382912,0.876192563,0.793382912
36.98,876.1843712,793.7589248,0.876184371,0.793758925
36.99,876.1729024,794.0349952,0.876172902,0.794034995
37,876.1614336,794.038272,0.876161434,0.794038272
37.01,876.1819136,794.038272,0.876181914,0.794038272
37.02,876.2515456,794.0374528,0.876251546,0.794037453
37.03,876.2908672,794.0366336,0.876290867,0.794036634
37.04,876.429312,794.0358144,0.876429312,0.794035814
37.05,876.66688,794.0358144,0.87666688,0.794035814
37.06,876.9568768,793.5926272,0.876956877,0.793592627
37.07,877.3206016,793.5934464,0.877320602,0.793593446
37.08,877.7981952,793.5909888,0.877798195,0.793590989
37.09,878.2012416,793.587712,0.878201242,0.793587712
37.1,878.9434368,793.5868928,0.878943437,0.793586893
