transition(MB),memory(MB),memory(MB),memory(GB),memory(GB)
15.12,419.4615296,298.5115648,0.41946153,0.298511565
15.13,419.4844672,298.5115648,0.419484467,0.298511565
15.14,419.4770944,298.5115648,0.419477094,0.298511565
15.15,419.4705408,298.5074688,0.419470541,0.298507469
15.16,419.4639872,298.5074688,0.419463987,0.298507469
15.17,419.454976,298.5107456,0.419454976,0.298510746
15.18,419.4500608,298.520576,0.419450061,0.298520576
15.19,419.4459648,298.520576,0.419445965,0.298520576
15.2,419.4484224,298.520576,0.419448422,0.298520576
15.21,419.5106816,298.520576,0.419510682,0.298520576
15.22,419.6352,298.5172992,0.4196352,0.298517299
15.23,419.8465536,298.5074688,0.419846554,0.298507469
15.24,420.1816064,298.5074688,0.420181606,0.298507469
15.25,420.5412352,298.5639936,0.420541235,0.298563994
15.26,420.9147904,298.5689088,0.42091479,0.298568909
15.27,421.2637696,298.5689088,0.42126377,0.298568909
15.28,421.515264,298.5689088,0.421515264,0.298568909
15.29,421.7880576,298.5689088,0.421788058,0.298568909
15.3,422.0870656,298.565632,0.422087066,0.298565632
15.31,422.2083072,298.565632,0.422208307,0.298565632
15.32,422.3787008,298.5689088,0.422378701,0.298568909
15.33,422.6318336,298.631168,0.422631834,0.298631168
15.34,422.846464,298.635264,0.422846464,0.298635264
15.35,423.1241728,298.635264,0.423124173,0.298635264
15.36,423.3641984,298.6385408,0.423364198,0.298638541
15.37,423.6058624,298.6385408,0.423605862,0.298638541
15.38,423.9187968,298.6418176,0.423918797,0.298641818
15.39,424.3914752,298.4312832,0.424391475,0.298431283
15.4,424.9042944,298.422272,0.424904294,0.298422272
15.41,425.242624,298.422272,0.425242624,0.298422272
15.42,425.807872,298.422272,0.425807872,0.298422272
15.43,426.3337984,298.422272,0.426333798,0.298422272
15.44,426.7655168,298.418176,0.426765517,0.298418176
15.45,427.2873472,298.418176,0.427287347,0.298418176
15.46,427.5576832,298.418176,0.427557683,0.298418176
15.47,427.7460992,298.418176,0.427746099,0.298418176
15.48,427.9885824,298.4722432,0.427988582,0.298472243
15.49,428.023808,298.5254912,0.428023808,0.298525491
15.5,428.044288,298.5918464,0.428044288,0.298591846
15.51,428.0795136,298.5967616,0.428079514,0.298596762
15.52,428.0713216,298.5967616,0.428071322,0.298596762
15.53,428.0623104,298.5967616,0.42806231,0.298596762
15.54,428.0557568,298.6000384,0.428055757,0.298600038
15.55,428.048384,298.5869312,0.428048384,0.298586931
15.56,428.040192,298.590208,0.428040192,0.298590208
15.57,428.032,298.5918464,0.428032,0.298591846
15.58,428.019712,298.5918464,0.428019712,0.298591846
15.59,428.0262656,298.5918464,0.428026266,0.298591846
15.6,428.0991744,298.5885696,0.428099174,0.29858857
15.61,428.1720832,298.5885696,0.428172083,0.29858857
15.62,428.3006976,298.5885696,0.428300698,0.29858857
15.63,428.429312,298.5934848,0.428429312,0.298593485
15.64,428.5046784,298.5934848,0.428504678,0.298593485
15.65,428.6332928,298.6590208,0.428633293,0.298659021
15.66,428.695552,298.663936,0.428695552,0.298663936
15.67,428.8380928,298.663936,0.428838093,0.298663936
15.68,428.9028096,298.663936,0.42890281,0.298663936
15.69,428.8978944,298.6672128,0.428897894,0.298667213
15.7,428.9069056,298.6704896,0.428906906,0.29867049
15.71,428.8995328,298.6704896,0.428899533,0.29867049
15.72,428.8929792,298.663936,0.428892979,0.298663936
15.73,428.888064,298.6573824,0.428888064,0.298657382
15.74,428.8765952,298.6573824,0.428876595,0.298657382
15.75,428.8651264,298.6541056,0.428865126,0.298654106
15.76,428.8602112,298.6541056,0.428860211,0.298654106
15.77,428.8536576,298.6541056,0.428853658,0.298654106
15.78,429.019136,298.6541056,0.429019136,0.298654106
15.79,429.2698112,298.6541056,0.429269811,0.298654106
15.8,429.6163328,298.6541056,0.429616333,0.298654106
15.81,429.948928,298.6541056,0.429948928,0.298654106
15.82,430.268416,298.663936,0.430268416,0.298663936
15.83,430.624768,298.6672128,0.430624768,0.298667213
15.84,430.9204992,298.6672128,0.430920499,0.298667213
15.85,431.1826432,298.6737664,0.431182643,0.298673766
15.86,431.2358912,298.6672128,0.431235891,0.298667213
15.87,431.3890816,298.6606592,0.431389082,0.298660659
15.88,431.4775552,298.6606592,0.431477555,0.298660659
15.89,431.6463104,298.6655744,0.43164631,0.298665574
15.9,431.8568448,298.6655744,0.431856845,0.298665574
15.91,432.0018432,298.6622976,0.432001843,0.298662298
15.92,432.2664448,298.6622976,0.432266445,0.298662298
15.93,432.4696064,298.6622976,0.432469606,0.298662298
15.94,432.574464,298.6622976,0.432574464,0.298662298
15.95,432.717824,298.6622976,0.432717824,0.298662298
15.96,432.8333312,298.6688512,0.432833331,0.298668851
15.97,432.9119744,298.6754048,0.432911974,0.298675405
15.98,432.9193472,298.6754048,0.432919347,0.298675405
15.99,432.9275392,298.6786816,0.432927539,0.298678682
16,432.9496576,298.6786816,0.432949658,0.298678682
16.01,432.943104,298.672128,0.432943104,0.298672128
16.02,432.9365504,298.6729472,0.43293655,0.298672947
16.03,432.930816,298.6729472,0.432930816,0.298672947
16.04,432.9234432,298.6729472,0.432923443,0.298672947
16.05,432.918528,298.6729472,0.432918528,0.298672947
16.06,432.9209856,298.672128,0.432920986,0.298672128
16.07,432.9693184,298.6770432,0.432969318,0.298677043
16.08,433.1225088,298.68032,0.433122509,0.29868032
16.09,433.4559232,298.68032,0.433455923,0.29868032
16.1,433.762304,298.68032,0.433762304,0.29868032
16.11,434.110464,298.696704,0.434110464,0.298696704
16.12,434.4168448,298.696704,0.434416845,0.298696704
16.13,434.7461632,298.6901504,0.434746163,0.29869015
16.14,435.0885888,298.6901504,0.435088589,0.29869015
16.15,435.2360448,298.6901504,0.435236045,0.29869015
16.16,435.3982464,298.6901504,0.435398246,0.29869015
16.17,435.449856,298.6983424,0.435449856,0.298698342
16.18,435.6005888,298.6983424,0.435600589,0.298698342
16.19,435.7169152,298.6983424,0.435716915,0.298698342
16.2,435.7922816,298.6983424,0.435792282,0.298698342
16.21,435.961856,298.6983424,0.435961856,0.298698342
16.22,436.1854976,298.7081728,0.436185498,0.298708173
16.23,436.3640832,298.72128,0.436364083,0.29872128
16.24,436.4443648,298.72128,0.436444365,0.29872128
16.25,436.576256,298.72128,0.436576256,0.29872128
16.26,436.6409728,298.72128,0.436640973,0.29872128
16.27,436.7589376,298.72128,0.436758938,0.29872128
16.28,436.8113664,298.713088,0.436811366,0.298713088
16.29,436.805632,298.713088,0.436805632,0.298713088
16.3,436.8154624,298.713088,0.436815462,0.298713088
16.31,436.8400384,298.713088,0.436840038,0.298713088
16.32,436.834304,298.713088,0.436834304,0.298713088
16.33,436.8293888,298.7122688,0.436829389,0.298712269
16.34,436.8228352,298.7122688,0.436822835,0.298712269
16.35,436.8146432,298.7122688,0.436814643,0.298712269
16.36,436.8080896,298.7122688,0.43680809,0.298712269
16.37,436.8048128,298.7122688,0.436804813,0.298712269
16.38,436.801536,298.778624,0.436801536,0.298778624
16.39,436.7966208,298.7819008,0.436796621,0.298781901
16.4,437.0612224,298.7819008,0.437061222,0.298781901
16.41,437.2709376,298.7819008,0.437270938,0.298781901
16.42,437.5486464,298.7655168,0.437548646,0.298765517
16.43,437.8607616,298.7720704,0.437860762,0.29877207
16.44,438.0844032,298.7720704,0.438084403,0.29877207
16.45,438.4063488,298.7720704,0.438406349,0.29877207
16.46,438.6144256,298.7720704,0.438614426,0.29877207
16.47,438.480896,298.7720704,0.438480896,0.29877207
16.48,438.6070528,298.7720704,0.438607053,0.29877207
16.49,438.6709504,298.7720704,0.43867095,0.29877207
16.5,438.8143104,298.7753472,0.43881431,0.298775347
16.51,439.0658048,298.7753472,0.439065805,0.298775347
16.52,439.263232,298.7941888,0.439263232,0.298794189
16.53,439.4524672,298.7941888,0.439452467,0.298794189
16.54,439.5982848,298.795008,0.439598285,0.298795008
16.55,439.7432832,298.7958272,0.439743283,0.298795827
16.56,439.8342144,298.8040192,0.439834214,0.298804019
16.57,439.9497216,296.0900096,0.439949722,0.29609001
16.58,439.9628288,296.083456,0.439962829,0.296083456
16.59,439.9857664,296.0769024,0.439985766,0.296076902
16.6,439.9955968,296.0769024,0.439995597,0.296076902
16.61,440.0201728,296.0769024,0.440020173,0.296076902
16.62,440.0128,296.0769024,0.4400128,0.296076902
16.63,439.795712,296.18176,0.439795712,0.29618176
16.64,439.7907968,296.2341888,0.439790797,0.296234189
16.65,439.7801472,296.3406848,0.439780147,0.296340685
16.66,439.76704,296.5004288,0.43976704,0.296500429
16.67,439.8129152,296.6634496,0.439812915,0.29666345
16.68,439.9161344,296.7764992,0.439916134,0.296776499
16.69,440.0603136,296.7830528,0.440060314,0.296783053
16.7,440.5010432,296.7863296,0.440501043,0.29678633
16.71,440.8467456,296.7863296,0.440846746,0.29678633
16.72,441.1408384,296.5725184,0.441140838,0.296572518
16.73,441.5537152,296.5692416,0.441553715,0.296569242
16.74,441.8699264,296.5594112,0.441869926,0.296559411
16.75,442.236928,296.5610496,0.442236928,0.29656105
16.76,442.5138176,296.5610496,0.442513818,0.29656105
16.77,442.7030528,296.5610496,0.442703053,0.29656105
16.78,442.8627968,296.5610496,0.442862797,0.29656105
16.79,443.0880768,296.5643264,0.443088077,0.296564326
16.8,443.2986112,296.6183936,0.443298611,0.296618394
16.81,443.5099648,296.6716416,0.443509965,0.296671642
16.82,443.7336064,296.787968,0.443733606,0.296787968
16.83,444.0121344,296.7912448,0.444012134,0.296791245
16.84,444.186624,296.8010752,0.444186624,0.296801075
16.85,444.4151808,296.8051712,0.444415181,0.296805171
16.86,444.8165888,296.808448,0.444816589,0.296808448
16.87,445.1926016,296.808448,0.445192602,0.296808448
16.88,445.5776256,296.808448,0.445577626,0.296808448
16.89,446.062592,297.181184,0.446062592,0.297181184
16.9,446.574592,297.3401088,0.446574592,0.297340109
16.91,447.2324096,297.3401088,0.44723241,0.297340109
16.92,447.7976576,297.3401088,0.447797658,0.297340109
16.93,481.0309632,297.1344896,0.481030963,0.29713449
16.94,481.0211328,296.9010176,0.481021133,0.296901018
16.95,481.0121216,296.8969216,0.481012122,0.296896922
16.96,481.0039296,296.6806528,0.48100393,0.296680653
16.97,480.9940992,296.6765568,0.480994099,0.296676557
16.98,480.9867264,296.6683648,0.480986726,0.296668365
16.99,480.9785344,296.6683648,0.480978534,0.296668365
17,481.0784768,296.6683648,0.481078477,0.296668365
17.01,481.2070912,296.6683648,0.481207091,0.296668365
17.02,481.6994304,296.6716416,0.48169943,0.296671642
17.03,482.0647936,296.6716416,0.482064794,0.296671642
17.04,482.0918272,296.7257088,0.482091827,0.296725709
17.05,482.172928,296.7822336,0.482172928,0.296782234
17.06,482.193408,296.7855104,0.482193408,0.29678551
17.07,482.1991424,296.8428544,0.482199142,0.296842854
17.08,482.1909504,296.849408,0.48219095,0.296849408
17.09,482.1835776,296.8543232,0.482183578,0.296854323
17.1,482.1803008,296.8543232,0.482180301,0.296854323
17.11,482.1753856,296.8543232,0.482175386,0.296854323
17.12,482.1696512,296.8477696,0.482169651,0.29684777
17.13,482.164736,296.8379392,0.482164736,0.296837939
17.14,482.1581824,296.8379392,0.482158182,0.296837939
17.15,482.1532672,296.841216,0.482153267,0.296841216
17.16,482.1450752,296.8461312,0.482145075,0.296846131
17.17,482.14016,296.8461312,0.48214016,0.296846131
17.18,482.136064,296.8461312,0.482136064,0.296846131
17.19,482.1295104,296.8461312,0.48212951,0.296846131
17.2,482.1245952,296.8461312,0.482124595,0.296846131
17.21,482.1106688,296.8461312,0.482110669,0.296846131
17.22,482.0934656,296.9059328,0.482093466,0.296905933
17.23,482.0877312,296.9157632,0.482087731,0.296915763
17.24,482.0975616,296.91904,0.482097562,0.29691904
17.25,482.5522176,296.91904,0.482552218,0.29691904
17.26,482.97984,296.9092096,0.48297984,0.29690921
17.27,483.6261888,296.9059328,0.483626189,0.296905933
17.28,484.2201088,296.902656,0.484220109,0.296902656
17.29,484.7190016,296.902656,0.484719002,0.296902656
17.3,485.3252096,296.902656,0.48532521,0.296902656
17.31,485.9101184,296.902656,0.485910118,0.296902656
17.32,486.1779968,296.9141248,0.486177997,0.296914125
17.33,486.2189568,296.9141248,0.486218957,0.296914125
17.34,486.2984192,296.9141248,0.486298419,0.296914125
17.35,486.2910464,296.9141248,0.486291046,0.296914125
17.36,486.2836736,296.9239552,0.486283674,0.296923955
17.37,486.27712,296.9370624,0.48627712,0.296937062
17.38,486.2722048,296.9403392,0.486272205,0.296940339
17.39,486.2672896,296.9403392,0.48626729,0.296940339
17.4,486.2615552,296.9403392,0.486261555,0.296940339
17.41,486.2550016,296.9403392,0.486255002,0.296940339
17.42,486.2468096,296.927232,0.48624681,0.296927232
17.43,486.2377984,296.927232,0.486237798,0.296927232
17.44,486.2312448,296.9305088,0.486231245,0.296930509
17.45,486.2246912,296.9337856,0.486224691,0.296933786
17.46,486.2189568,296.9370624,0.486218957,0.296937062
17.47,486.2107648,296.9370624,0.486210765,0.296937062
17.48,486.2050304,296.9370624,0.48620503,0.296937062
17.49,486.1968384,296.9370624,0.486196838,0.296937062
17.5,486.1886464,296.9419776,0.486188646,0.296941978
17.51,486.1730816,296.9419776,0.486173082,0.296941978
17.52,486.1853696,296.9632768,0.48618537,0.296963277
17.53,486.4098304,296.9468928,0.48640983,0.296946893
17.54,486.6482176,296.9550848,0.486648218,0.296955085
17.55,487.2192,296.9550848,0.4872192,0.296955085
17.56,487.727104,296.96,0.487727104,0.29696
17.57,488.2259968,296.96,0.488225997,0.29696
17.58,488.869888,296.96,0.488869888,0.29696
17.59,489.3433856,296.96,0.489343386,0.29696
17.6,489.6833536,296.96,0.489683354,0.29696
17.61,490.0184064,296.96,0.490018406,0.29696
17.62,490.0438016,296.96,0.490043802,0.29696
17.63,490.0560896,296.976384,0.49005609,0.296976384
17.64,490.06592,296.976384,0.49006592,0.296976384
17.65,490.061824,296.976384,0.490061824,0.296976384
17.66,490.0569088,296.9632768,0.490056909,0.296963277
17.67,490.0544512,296.96,0.490054451,0.29696
17.68,490.0503552,296.96,0.490050355,0.29696
17.69,490.0478976,296.96,0.490047898,0.29696
17.7,490.0421632,296.9649152,0.490042163,0.296964915
17.71,490.037248,296.9649152,0.490037248,0.296964915
17.72,490.0315136,296.9649152,0.490031514,0.296964915
17.73,490.0274176,296.9649152,0.490027418,0.296964915
17.74,490.0233216,296.9649152,0.490023322,0.296964915
17.75,490.0175872,296.968192,0.490017587,0.296968192
17.76,490.0134912,297.033728,0.490013491,0.297033728
17.77,490.0102144,297.0370048,0.490010214,0.297037005
17.78,489.7931264,297.0370048,0.489793126,0.297037005
17.79,489.787392,297.0206208,0.489787392,0.297020621
17.8,489.7906688,297.0206208,0.489790669,0.297020621
17.81,489.7808384,297.0222592,0.489780838,0.297022259
17.82,489.8291712,297.0238976,0.489829171,0.297023898
17.83,490.0134912,297.0238976,0.490013491,0.297023898
17.84,490.356736,297.0288128,0.490356736,0.297028813
17.85,490.745856,297.033728,0.490745856,0.297033728
17.86,491.25376,297.033728,0.49125376,0.297033728
17.87,491.819008,297.033728,0.491819008,0.297033728
17.88,492.3850752,297.033728,0.492385075,0.297033728
17.89,492.724224,297.050112,0.492724224,0.297050112
17.9,492.9462272,297.050112,0.492946227,0.297050112
17.91,493.0281472,297.050112,0.493028147,0.297050112
17.92,493.0691072,297.050112,0.493069107,0.297050112
17.93,493.0912256,297.050112,0.493091226,0.297050112
17.94,493.0854912,297.033728,0.493085491,0.297033728
17.95,493.080576,297.033728,0.493080576,0.297033728
17.96,493.07648,297.033728,0.49307648,0.297033728
17.97,493.0658304,297.033728,0.49306583,0.297033728
17.98,493.060096,297.037824,0.493060096,0.297037824
17.99,493.0502656,297.0632192,0.493050266,0.297063219
18,493.0576384,297.1140096,0.493057638,0.29711401
18.01,493.0486272,297.1131904,0.493048627,0.29711319
18.02,493.039616,297.1131904,0.493039616,0.29711319
18.03,493.0289664,297.1131904,0.493028966,0.29711319
18.04,493.0199552,297.1328512,0.493019955,0.297132851
18.05,493.0125824,297.1328512,0.493012582,0.297132851
18.06,493.0093056,297.1328512,0.493009306,0.297132851
18.07,492.99456,297.1328512,0.49299456,0.297132851
18.08,492.9855488,297.1328512,0.492985549,0.297132851
18.09,493.0568192,297.1230208,0.493056819,0.297123021
18.1,493.2083712,297.1205632,0.493208371,0.297120563
18.11,493.4344704,297.1271168,0.49343447,0.297127117
18.12,493.7834496,297.1271168,0.49378345,0.297127117
18.13,494.3355904,297.1271168,0.49433559,0.297127117
18.14,494.94016,297.1271168,0.49494016,0.297127117
18.15,495.45216,297.1271168,0.49545216,0.297127117
18.16,496.017408,297.1271168,0.496017408,0.297127117
18.17,496.6678528,297.1271168,0.496667853,0.297127117
18.18,497.0340352,297.1271168,0.497034035,0.297127117
18.19,497.4297088,297.1369472,0.497429709,0.297136947
18.2,497.6795648,297.1435008,0.497679565,0.297143501
18.21,497.7180672,297.1435008,0.497718067,0.297143501
18.22,497.7844224,297.1435008,0.497784422,0.297143501
18.23,497.8065408,297.1435008,0.497806541,0.297143501
18.24,497.799168,297.1435008,0.497799168,0.297143501
18.25,497.7942528,297.1435008,0.497794253,0.297143501
18.26,497.7876992,297.1271168,0.497787699,0.297127117
18.27,497.7836032,297.132032,0.497783603,0.297132032
18.28,497.7778688,297.132032,0.497777869,0.297132032
18.29,497.7696768,297.132032,0.497769677,0.297132032
18.3,497.762304,297.132032,0.497762304,0.297132032
18.31,497.7557504,297.132032,0.49775575,0.297132032
18.32,497.803264,297.1385856,0.497803264,0.297138586
18.33,497.9990528,297.1385856,0.497999053,0.297138586
18.34,498.6568704,297.1385856,0.49865687,0.297138586
18.35,499.3040384,297.1385856,0.499304038,0.297138586
18.36,499.7111808,297.1574272,0.499711181,0.297157427
18.37,500.3411456,297.1615232,0.500341146,0.297161523
18.38,501.0006016,297.2680192,0.501000602,0.297268019
18.39,501.4061056,297.5875072,0.501406106,0.297587507
18.4,501.7837568,297.9610624,0.501783757,0.297961062
18.41,501.9762688,298.3862272,0.501976269,0.298386227
18.42,502.1147136,298.3911424,0.502114714,0.298391142
18.43,502.1949952,298.3960576,0.502194995,0.298396058
18.44,502.214656,297.975808,0.502214656,0.297975808
18.45,502.206464,297.742336,0.502206464,0.297742336
18.46,502.1999104,297.742336,0.50219991,0.297742336
18.47,502.1933568,297.742336,0.502193357,0.297742336
18.48,502.1892608,297.742336,0.502189261,0.297742336
18.49,502.1843456,297.742336,0.502184346,0.297742336
18.5,502.1786112,297.742336,0.502178611,0.297742336
18.51,502.173696,297.742336,0.502173696,0.297742336
18.52,502.1679616,297.742336,0.502167962,0.297742336
18.53,502.1638656,297.742336,0.502163866,0.297742336
18.54,502.1597696,297.742336,0.50215977,0.297742336
18.55,502.1540352,297.8136064,0.502154035,0.297813606
18.56,502.1466624,297.8136064,0.502146662,0.297813606
18.57,502.140928,297.8136064,0.502140928,0.297813606
18.58,502.1351936,297.8136064,0.502135194,0.297813606
18.59,502.1302784,297.3917184,0.502130278,0.297391718
18.6,502.1212672,297.3884416,0.502121267,0.297388442
18.61,502.1130752,297.3753344,0.502113075,0.297375334
18.62,502.1073408,297.3753344,0.502107341,0.297375334
18.63,502.0975104,297.3753344,0.50209751,0.297375334
18.64,502.0909568,297.3753344,0.502090957,0.297375334
18.65,502.0844032,297.3786112,0.502084403,0.297378611
18.66,502.0680192,297.3786112,0.502068019,0.297378611
18.67,502.1425664,297.3786112,0.502142566,0.297378611
18.68,502.2670848,297.3786112,0.502267085,0.297378611
18.69,502.3801344,297.3786112,0.502380134,0.297378611
18.7,502.669312,297.381888,0.502669312,0.297381888
18.71,503.001088,297.4498816,0.503001088,0.297449882
18.72,503.4139648,297.4498816,0.503413965,0.297449882
18.73,503.9538176,296.9591808,0.503953818,0.296959181
18.74,504.4240384,296.9624576,0.504424038,0.296962458
18.75,504.8664064,296.9624576,0.504866406,0.296962458
18.76,505.2104704,296.9624576,0.50521047,0.296962458
18.77,505.491456,296.9624576,0.505491456,0.296962458
18.78,505.7069056,296.9624576,0.505706906,0.296962458
18.79,505.7486848,296.9657344,0.505748685,0.296965734
18.8,505.757696,296.9706496,0.505757696,0.29697065
18.81,505.7675264,297.0263552,0.505767526,0.297026355
18.82,505.761792,297.1328512,0.505761792,0.297132851
18.83,505.7560576,297.2033024,0.505756058,0.297203302
18.84,505.7536,297.2082176,0.5057536,0.297208218
18.85,505.7478656,297.2131328,0.505747866,0.297213133
18.86,505.7437696,297.2131328,0.50574377,0.297213133
18.87,505.7388544,294.3885312,0.505738854,0.294388531
18.88,505.7339392,294.1616128,0.505733939,0.294161613
18.89,505.7282048,294.166528,0.505728205,0.294166528
18.9,505.7232896,294.1681664,0.50572329,0.294168166
18.91,505.720832,294.273024,0.505720832,0.294273024
18.92,505.7150976,294.3254528,0.505715098,0.294325453
18.93,505.7175552,294.4311296,0.505717555,0.29443113
18.94,505.7142784,294.5376256,0.505714278,0.294537626
18.95,505.7110016,294.5908736,0.505711002,0.294590874
18.96,505.7077248,294.7514368,0.505707725,0.294751437
18.97,505.7691648,294.9144576,0.505769165,0.294914458
18.98,505.8871296,294.9808128,0.50588713,0.294980813
18.99,505.950208,294.9808128,0.505950208,0.294980813
19,506.1296128,294.9808128,0.506129613,0.294980813
19.01,506.4237056,294.9808128,0.506423706,0.294980813
19.02,506.7153408,294.977536,0.506715341,0.294977536
19.03,506.9725696,294.9677056,0.50697257,0.294967706
19.04,507.2519168,294.9701632,0.507251917,0.294970163
19.05,507.6385792,294.9750784,0.507638579,0.294975078
19.06,507.998208,294.9750784,0.507998208,0.294975078
19.07,508.379136,294.9750784,0.508379136,0.294975078
19.08,508.57984,294.9750784,0.50857984,0.294975078
19.09,508.7797248,294.9750784,0.508779725,0.294975078
19.1,508.9312768,294.9750784,0.508931277,0.294975078
19.11,508.9435648,294.9750784,0.508943565,0.294975078
19.12,508.9533952,295.0373376,0.508953395,0.295037338
19.13,508.9624064,295.0504448,0.508962406,0.295050445
19.14,508.960768,295.05536,0.508960768,0.29505536
19.15,508.956672,295.05536,0.508956672,0.29505536
19.16,508.9509376,295.05536,0.508950938,0.29505536
19.17,508.9460224,295.05536,0.508946022,0.29505536
19.18,508.936192,291.9350272,0.508936192,0.291935027
19.19,508.9263616,291.9358464,0.508926362,0.291935846
19.2,508.9181696,291.9358464,0.50891817,0.291935846
19.21,508.9099776,291.9358464,0.508909978,0.291935846
19.22,508.903424,292.040704,0.508903424,0.292040704
19.23,508.891136,292.1455616,0.508891136,0.292145562
19.24,508.8821248,292.1979904,0.508882125,0.29219799
19.25,508.874752,292.3044864,0.508874752,0.292304486
19.26,508.8641024,292.4109824,0.508864102,0.292410982
19.27,508.9746944,292.4650496,0.508974694,0.29246505
19.28,509.0533376,292.5846528,0.509053338,0.292584653
19.29,509.251584,292.5879296,0.509251584,0.29258793
19.3,509.6357888,292.5879296,0.509635789,0.29258793
19.31,509.9798528,292.3610112,0.509979853,0.292361011
19.32,510.3673344,292.3610112,0.510367334,0.292361011
19.33,510.8842496,292.364288,0.51088425,0.292364288
19.34,511.369216,292.364288,0.511369216,0.292364288
19.35,511.7886464,292.364288,0.511788646,0.292364288
19.36,512.3014656,292.364288,0.512301466,0.292364288
19.37,512.6668288,292.3659264,0.512666829,0.292365926
19.38,512.8822784,292.3659264,0.512882278,0.292365926
19.39,513.1902976,292.4199936,0.513190298,0.292419994
19.4,513.4041088,292.4732416,0.513404109,0.292473242
19.41,513.4852096,292.5428736,0.51348521,0.292542874
19.42,513.536,292.5469696,0.513536,0.29254697
19.43,513.560576,292.5469696,0.513560576,0.29254697
19.44,513.59744,292.5502464,0.51359744,0.292550246
19.45,513.589248,292.5502464,0.513589248,0.292550246
19.46,513.5818752,292.5502464,0.513581875,0.292550246
19.47,513.5753216,292.5502464,0.513575322,0.292550246
19.48,513.5679488,292.5338624,0.513567949,0.292533862
19.49,513.5638528,292.5338624,0.513563853,0.292533862
19.5,513.5572992,292.5338624,0.513557299,0.292533862
19.51,513.5507456,292.5371392,0.513550746,0.292537139
19.52,513.544192,292.5371392,0.513544192,0.292537139
19.53,513.5302656,292.5371392,0.513530266,0.292537139
19.54,513.5220736,292.5371392,0.513522074,0.292537139
19.55,513.5433728,292.5371392,0.513543373,0.292537139
19.56,513.5900672,292.5371392,0.513590067,0.292537139
19.57,513.7170432,292.5371392,0.513717043,0.292537139
19.58,513.8382848,292.6067712,0.513838285,0.292606771
19.59,513.912832,292.6067712,0.513912832,0.292606771
19.6,514.228224,292.593664,0.514228224,0.292593664
19.61,514.5206784,292.5903872,0.514520678,0.292590387
19.62,514.8270592,292.5903872,0.514827059,0.292590387
19.63,515.2571392,292.5903872,0.515257139,0.292590387
19.64,515.6585472,292.5944832,0.515658547,0.292594483
19.65,516.091904,292.5944832,0.516091904,0.292594483
19.66,516.603904,292.5993984,0.516603904,0.292599398
19.67,517.1167232,292.5993984,0.517116723,0.292599398
19.68,517.5943168,292.5993984,0.517594317,0.292599398
19.69,517.8220544,292.5993984,0.517822054,0.292599398
19.7,518.1210624,292.6125056,0.518121062,0.292612506
19.71,518.2152704,292.6157824,0.51821527,0.292615782
19.72,518.3496192,292.6157824,0.518349619,0.292615782
19.73,518.361088,292.6190592,0.518361088,0.292619059
19.74,518.3553536,292.6190592,0.518355354,0.292619059
19.75,518.3504384,292.605952,0.518350438,0.292605952
19.76,518.3619072,292.605952,0.518361907,0.292605952
19.77,518.3709184,292.605952,0.518370918,0.292605952
19.78,518.3676416,289.9173376,0.518367642,0.289917338
19.79,518.3627264,290.0221952,0.518362726,0.290022195
19.8,518.3578112,290.1270528,0.518357811,0.290127053
19.81,518.4028672,290.1794816,0.518402867,0.290179482
19.82,518.6904064,290.2859776,0.518690406,0.290285978
19.83,519.0828032,290.3973888,0.519082803,0.290397389
19.84,519.7545472,290.4506368,0.519754547,0.290450637
19.85,520.3582976,290.5243648,0.520358298,0.290524365
19.86,520.8039424,290.7906048,0.520803942,0.290790605
19.87,521.4093312,291.0035968,0.521409331,0.291003597
19.88,521.773056,291.3247232,0.521773056,0.291324723
19.89,522.043392,291.8039552,0.522043392,0.291803955
19.9,522.2064128,292.0701952,0.522206413,0.292070195
19.91,522.2735872,292.1766912,0.522273587,0.292176691
19.92,522.2834176,291.0928896,0.522283418,0.29109289
19.93,522.2760448,291.106816,0.522276045,0.291106816
19.94,522.2703104,291.106816,0.52227031,0.291106816
19.95,522.2785024,291.1084544,0.522278502,0.291108454
19.96,522.2703104,291.1166464,0.52227031,0.291116646
19.97,522.2621184,291.1166464,0.522262118,0.291116646
19.98,522.2572032,291.1166464,0.522257203,0.291116646
19.99,522.2498304,291.1166464,0.52224983,0.291116646
20,522.2432768,291.1428608,0.522243277,0.291142861
20.01,522.2367232,291.1461376,0.522236723,0.291146138
20.02,522.231808,291.16416,0.522231808,0.29116416
20.03,522.2252544,291.16416,0.522225254,0.29116416
20.04,522.2203392,290.9503488,0.522220339,0.290950349
20.05,522.2162432,290.9503488,0.522216243,0.290950349
20.06,522.2088704,290.9339648,0.52220887,0.290933965
20.07,522.2047744,290.9339648,0.522204774,0.290933965
20.08,522.1998592,290.9339648,0.522199859,0.290933965
20.09,522.194944,290.9339648,0.522194944,0.290933965
20.1,522.1859328,290.971648,0.522185933,0.290971648
20.11,522.182656,290.971648,0.522182656,0.290971648
20.12,522.17856,290.971648,0.52217856,0.290971648
20.13,522.1695488,290.971648,0.522169549,0.290971648
20.14,522.2137856,290.9765632,0.522213786,0.290976563
20.15,522.3161856,290.97984,0.522316186,0.29097984
20.16,522.3653376,290.996224,0.522365338,0.290996224
20.17,522.4824832,290.996224,0.522482483,0.290996224
20.18,522.5906176,290.996224,0.522590618,0.290996224
20.19,522.8978176,290.9896704,0.522897818,0.29098967
